,imports,exports,netImportExports,POWER GENERATED,ONTARIO DEMAND,TOTAL EMISSIONS,CO2e INTENSITY,nuclearPercentage,hydroPercentage,gasPercentage,windPercentage,biofuelPercentage,solarPercentage,nuclearOutput,hydroOutput,gasOutput,windOutput,biofuelOutput,solarOutput
"Tue Feb 1, 4 PM - 5 PM",840 MW,"2,547 MW","1,707 MW","19,614 MW","17,907 MW",379 tonnes,19 g/kWh,55.3%,21.2%,4.5%,18.4%,0.2%,0.3%,"10,850 MW","4,167 MW",891 MW,"3,606 MW",46 MW,54 MW
"Tue Feb 1, 5 PM - 6 PM",672 MW,"2,255 MW","1,583 MW","20,292 MW","18,709 MW",399 tonnes,20 g/kWh,53.5%,22.2%,4.7%,19.5%,0.2%,0.0%,"10,853 MW","4,502 MW",949 MW,"3,951 MW",35 MW,2 MW
"Tue Feb 1, 6 PM - 7 PM",719 MW,"2,322 MW","1,603 MW","20,517 MW","18,914 MW",430 tonnes,21 g/kWh,52.9%,22.0%,4.9%,20.0%,0.2%,0.0%,"10,848 MW","4,519 MW","1,005 MW","4,109 MW",36 MW,0 MW
"Tue Feb 1, 7 PM - 8 PM",773 MW,"2,431 MW","1,658 MW","20,171 MW","18,513 MW",388 tonnes,19 g/kWh,53.8%,19.9%,4.6%,21.6%,0.2%,0.0%,"10,842 MW","4,013 MW",923 MW,"4,357 MW",36 MW,0 MW
"Tue Feb 1, 8 PM - 9 PM",569 MW,"2,497 MW","1,928 MW","19,985 MW","18,057 MW",366 tonnes,18 g/kWh,54.2%,19.1%,4.3%,22.2%,0.2%,0.0%,"10,836 MW","3,812 MW",867 MW,"4,434 MW",36 MW,0 MW
"Tue Feb 1, 9 PM - 10 PM",240 MW,"2,453 MW","2,213 MW","19,537 MW","17,324 MW",188 tonnes,10 g/kWh,55.5%,19.7%,2.1%,22.5%,0.2%,0.0%,"10,836 MW","3,844 MW",417 MW,"4,404 MW",36 MW,0 MW
"Tue Feb 1, 10 PM - 11 PM",87 MW,"2,571 MW","2,484 MW","18,840 MW","16,356 MW",140 tonnes,7 g/kWh,57.5%,19.2%,1.6%,21.5%,0.2%,0.0%,"10,838 MW","3,613 MW",295 MW,"4,059 MW",35 MW,0 MW
"Wed Feb 2, 11 PM - 12 AM",328 MW,"2,759 MW","2,431 MW","17,888 MW","15,457 MW",84 tonnes,5 g/kWh,60.6%,19.8%,0.8%,18.7%,0.1%,0.0%,"10,843 MW","3,537 MW",139 MW,"3,345 MW",24 MW,0 MW
"Wed Feb 2, 12 AM - 1 AM",490 MW,"1,992 MW","1,502 MW","16,279 MW","14,777 MW",81 tonnes,5 g/kWh,66.6%,21.9%,0.8%,10.6%,0.1%,0.0%,"10,845 MW","3,566 MW",130 MW,"1,719 MW",19 MW,0 MW
"Wed Feb 2, 1 AM - 2 AM",474 MW,"2,346 MW","1,872 MW","16,324 MW","14,452 MW",83 tonnes,5 g/kWh,66.4%,20.9%,0.8%,11.7%,0.1%,0.0%,"10,841 MW","3,412 MW",135 MW,"1,917 MW",19 MW,0 MW
"Wed Feb 2, 2 AM - 3 AM",353 MW,"2,384 MW","2,031 MW","16,342 MW","14,311 MW",95 tonnes,6 g/kWh,66.4%,20.5%,1.0%,12.0%,0.1%,0.0%,"10,850 MW","3,352 MW",166 MW,"1,955 MW",19 MW,0 MW
"Wed Feb 2, 3 AM - 4 AM",329 MW,"2,365 MW","2,036 MW","16,312 MW","14,276 MW",116 tonnes,7 g/kWh,66.5%,21.4%,1.4%,10.6%,0.1%,0.0%,"10,853 MW","3,496 MW",221 MW,"1,723 MW",19 MW,0 MW
"Wed Feb 2, 4 AM - 5 AM",413 MW,"2,328 MW","1,915 MW","16,484 MW","14,569 MW",197 tonnes,12 g/kWh,65.9%,21.8%,2.6%,9.6%,0.1%,0.0%,"10,856 MW","3,596 MW",423 MW,"1,590 MW",19 MW,0 MW
"Wed Feb 2, 5 AM - 6 AM",518 MW,"1,737 MW","1,219 MW","16,354 MW","15,135 MW",338 tonnes,21 g/kWh,66.4%,21.2%,4.8%,7.5%,0.1%,0.0%,"10,858 MW","3,461 MW",777 MW,"1,234 MW",24 MW,0 MW
"Wed Feb 2, 6 AM - 7 AM","1,042 MW","1,744 MW",702 MW,"16,721 MW","16,019 MW",546 tonnes,33 g/kWh,64.9%,20.4%,7.7%,6.8%,0.2%,0.0%,"10,857 MW","3,411 MW","1,292 MW","1,130 MW",31 MW,0 MW
"Wed Feb 2, 7 AM - 8 AM","1,673 MW","1,947 MW",274 MW,"17,449 MW","17,175 MW",675 tonnes,39 g/kWh,62.2%,21.6%,8.9%,7.1%,0.2%,0.0%,"10,856 MW","3,774 MW","1,546 MW","1,236 MW",34 MW,3 MW
"Wed Feb 2, 8 AM - 9 AM","1,448 MW","1,909 MW",461 MW,"18,158 MW","17,697 MW",853 tonnes,47 g/kWh,59.8%,23.1%,10.6%,6.1%,0.2%,0.2%,"10,852 MW","4,200 MW","1,926 MW","1,104 MW",34 MW,42 MW
"Wed Feb 2, 9 AM - 10 AM","1,768 MW","1,702 MW",-66 MW,"17,752 MW","17,818 MW",816 tonnes,46 g/kWh,61.1%,23.1%,10.2%,4.9%,0.2%,0.5%,"10,847 MW","4,097 MW","1,814 MW",873 MW,34 MW,87 MW
"Wed Feb 2, 10 AM - 11 AM","1,763 MW","1,958 MW",195 MW,"18,165 MW","17,970 MW",948 tonnes,52 g/kWh,59.8%,22.7%,11.8%,4.9%,0.2%,0.7%,"10,855 MW","4,126 MW","2,144 MW",884 MW,34 MW,122 MW
"Wed Feb 2, 11 AM - 12 PM","1,466 MW","1,948 MW",482 MW,"18,630 MW","18,148 MW",910 tonnes,49 g/kWh,58.3%,23.8%,11.2%,5.8%,0.2%,0.7%,"10,861 MW","4,432 MW","2,091 MW","1,085 MW",34 MW,127 MW
"Wed Feb 2, 12 PM - 1 PM","1,446 MW","2,138 MW",692 MW,"19,014 MW","18,322 MW",903 tonnes,47 g/kWh,57.1%,24.8%,10.9%,6.5%,0.2%,0.6%,"10,862 MW","4,709 MW","2,073 MW","1,230 MW",34 MW,106 MW
"Wed Feb 2, 1 PM - 2 PM","1,739 MW","2,220 MW",481 MW,"18,952 MW","18,471 MW",914 tonnes,48 g/kWh,57.3%,22.6%,11.1%,8.4%,0.2%,0.4%,"10,855 MW","4,289 MW","2,106 MW","1,593 MW",34 MW,75 MW
"Wed Feb 2, 2 PM - 3 PM","1,641 MW","2,171 MW",530 MW,"18,864 MW","18,334 MW",793 tonnes,42 g/kWh,57.6%,23.2%,9.6%,9.2%,0.2%,0.3%,"10,857 MW","4,380 MW","1,806 MW","1,738 MW",34 MW,49 MW
"Wed Feb 2, 3 PM - 4 PM","1,635 MW","2,123 MW",488 MW,"18,996 MW","18,508 MW",766 tonnes,40 g/kWh,57.1%,22.9%,9.3%,10.2%,0.2%,0.2%,"10,856 MW","4,355 MW","1,773 MW","1,945 MW",34 MW,33 MW
"Wed Feb 2, 4 PM - 5 PM","1,665 MW","2,144 MW",479 MW,"19,266 MW","18,787 MW",738 tonnes,38 g/kWh,56.4%,21.1%,9.2%,13.1%,0.2%,0.1%,"10,857 MW","4,070 MW","1,768 MW","2,526 MW",33 MW,12 MW
"Wed Feb 2, 5 PM - 6 PM","1,964 MW","2,550 MW",586 MW,"20,016 MW","19,430 MW",746 tonnes,37 g/kWh,54.2%,22.1%,8.9%,14.5%,0.2%,0.0%,"10,857 MW","4,429 MW","1,791 MW","2,906 MW",33 MW,0 MW
"Wed Feb 2, 6 PM - 7 PM","1,879 MW","2,430 MW",551 MW,"19,998 MW","19,447 MW",728 tonnes,36 g/kWh,54.3%,22.0%,8.7%,14.8%,0.2%,0.0%,"10,856 MW","4,392 MW","1,747 MW","2,969 MW",34 MW,0 MW
"Wed Feb 2, 7 PM - 8 PM","1,703 MW","2,239 MW",536 MW,"19,452 MW","18,916 MW",526 tonnes,27 g/kWh,55.8%,23.1%,6.3%,14.6%,0.2%,0.0%,"10,852 MW","4,501 MW","1,229 MW","2,835 MW",35 MW,0 MW
"Wed Feb 2, 8 PM - 9 PM","1,646 MW","2,120 MW",474 MW,"19,150 MW","18,676 MW",484 tonnes,25 g/kWh,56.7%,23.1%,5.6%,14.4%,0.2%,0.0%,"10,851 MW","4,431 MW","1,069 MW","2,764 MW",35 MW,0 MW
"Wed Feb 2, 9 PM - 10 PM","1,627 MW","2,343 MW",716 MW,"18,766 MW","18,050 MW",401 tonnes,21 g/kWh,57.8%,22.1%,4.5%,15.5%,0.2%,0.0%,"10,848 MW","4,140 MW",839 MW,"2,903 MW",36 MW,0 MW
"Wed Feb 2, 10 PM - 11 PM",840 MW,"2,014 MW","1,174 MW","18,227 MW","17,053 MW",198 tonnes,11 g/kWh,59.5%,21.8%,2.0%,16.5%,0.2%,0.0%,"10,846 MW","3,972 MW",371 MW,"3,002 MW",36 MW,0 MW
"Thu Feb 3, 11 PM - 12 AM",197 MW,"2,171 MW","1,974 MW","18,070 MW","16,096 MW",128 tonnes,7 g/kWh,60.0%,22.6%,1.2%,16.0%,0.2%,0.0%,"10,850 MW","4,083 MW",214 MW,"2,894 MW",29 MW,0 MW
"Thu Feb 3, 12 AM - 1 AM",192 MW,"2,346 MW","2,154 MW","17,697 MW","15,543 MW",93 tonnes,5 g/kWh,61.2%,21.4%,0.8%,16.4%,0.1%,0.0%,"10,832 MW","3,788 MW",149 MW,"2,908 MW",20 MW,0 MW
"Thu Feb 3, 1 AM - 2 AM",186 MW,"2,766 MW","2,580 MW","17,699 MW","15,119 MW",84 tonnes,5 g/kWh,61.3%,21.6%,0.8%,16.2%,0.1%,0.0%,"10,846 MW","3,827 MW",134 MW,"2,873 MW",19 MW,0 MW
"Thu Feb 3, 2 AM - 3 AM",176 MW,"2,760 MW","2,584 MW","17,409 MW","14,825 MW",84 tonnes,5 g/kWh,62.3%,21.6%,0.8%,15.2%,0.1%,0.0%,"10,850 MW","3,766 MW",134 MW,"2,641 MW",18 MW,0 MW
"Thu Feb 3, 3 AM - 4 AM",191 MW,"2,697 MW","2,506 MW","17,218 MW","14,712 MW",84 tonnes,5 g/kWh,63.0%,22.0%,0.8%,14.1%,0.1%,0.0%,"10,851 MW","3,784 MW",135 MW,"2,430 MW",18 MW,0 MW
"Thu Feb 3, 4 AM - 5 AM",153 MW,"2,684 MW","2,531 MW","17,461 MW","14,930 MW",143 tonnes,8 g/kWh,62.1%,21.6%,1.6%,14.6%,0.1%,0.0%,"10,851 MW","3,764 MW",280 MW,"2,548 MW",18 MW,0 MW
"Thu Feb 3, 5 AM - 6 AM",365 MW,"2,075 MW","1,710 MW","17,079 MW","15,369 MW",217 tonnes,13 g/kWh,63.6%,21.4%,2.7%,12.2%,0.1%,0.0%,"10,857 MW","3,659 MW",465 MW,"2,083 MW",15 MW,0 MW
"Thu Feb 3, 6 AM - 7 AM",989 MW,"1,875 MW",886 MW,"17,322 MW","16,436 MW",360 tonnes,21 g/kWh,62.7%,20.2%,4.7%,12.2%,0.2%,0.0%,"10,863 MW","3,506 MW",809 MW,"2,112 MW",32 MW,0 MW
"Thu Feb 3, 7 AM - 8 AM","1,393 MW","1,712 MW",319 MW,"17,908 MW","17,589 MW",416 tonnes,23 g/kWh,60.7%,21.6%,5.1%,12.3%,0.3%,0.0%,"10,865 MW","3,871 MW",918 MW,"2,207 MW",47 MW,0 MW
"Thu Feb 3, 8 AM - 9 AM","1,493 MW","2,246 MW",753 MW,"18,931 MW","18,178 MW",436 tonnes,23 g/kWh,57.4%,23.2%,5.1%,14.1%,0.2%,0.0%,"10,858 MW","4,386 MW",970 MW,"2,666 MW",44 MW,7 MW
"Thu Feb 3, 9 AM - 10 AM","1,392 MW","2,283 MW",891 MW,"19,304 MW","18,413 MW",485 tonnes,25 g/kWh,56.2%,23.5%,5.6%,14.4%,0.2%,0.2%,"10,852 MW","4,528 MW","1,083 MW","2,771 MW",40 MW,30 MW
"Thu Feb 3, 10 AM - 11 AM","1,339 MW","2,210 MW",871 MW,"19,521 MW","18,650 MW",514 tonnes,26 g/kWh,55.6%,23.5%,6.0%,14.6%,0.2%,0.2%,"10,850 MW","4,579 MW","1,173 MW","2,841 MW",38 MW,40 MW
"Thu Feb 3, 12 PM - 1 PM","1,113 MW","1,725 MW",612 MW,"19,633 MW","19,021 MW",654 tonnes,33 g/kWh,55.2%,21.0%,7.9%,15.5%,0.2%,0.2%,"10,835 MW","4,127 MW","1,548 MW","3,046 MW",36 MW,41 MW
"Thu Feb 3, 1 PM - 2 PM","1,348 MW","1,903 MW",555 MW,"19,479 MW","18,924 MW",532 tonnes,27 g/kWh,55.6%,20.1%,6.6%,17.3%,0.2%,0.2%,"10,837 MW","3,910 MW","1,280 MW","3,375 MW",36 MW,41 MW
"Thu Feb 3, 2 PM - 3 PM","1,513 MW","1,937 MW",424 MW,"19,227 MW","18,803 MW",587 tonnes,31 g/kWh,56.4%,19.2%,7.4%,16.5%,0.2%,0.2%,"10,839 MW","3,695 MW","1,432 MW","3,178 MW",43 MW,40 MW
"Thu Feb 3, 3 PM - 4 PM","1,313 MW","2,051 MW",738 MW,"19,541 MW","18,803 MW",628 tonnes,32 g/kWh,55.5%,19.2%,7.9%,17.0%,0.2%,0.2%,"10,841 MW","3,759 MW","1,546 MW","3,314 MW",47 MW,34 MW
"Thu Feb 3, 4 PM - 5 PM","1,188 MW","2,437 MW","1,249 MW","20,493 MW","19,244 MW",632 tonnes,31 g/kWh,52.9%,22.5%,7.6%,16.7%,0.2%,0.1%,"10,836 MW","4,611 MW","1,557 MW","3,430 MW",46 MW,13 MW
"Thu Feb 3, 5 PM - 6 PM","1,518 MW","2,519 MW","1,001 MW","20,937 MW","19,936 MW",718 tonnes,34 g/kWh,51.8%,23.7%,8.4%,15.8%,0.2%,0.0%,"10,839 MW","4,971 MW","1,761 MW","3,316 MW",50 MW,0 MW
"Thu Feb 3, 6 PM - 7 PM",877 MW,"1,789 MW",912 MW,"21,034 MW","20,122 MW",861 tonnes,41 g/kWh,51.6%,23.3%,9.9%,15.1%,0.2%,0.0%,"10,844 MW","4,901 MW","2,074 MW","3,168 MW",47 MW,0 MW
"Thu Feb 3, 7 PM - 8 PM",961 MW,"2,173 MW","1,212 MW","20,937 MW","19,725 MW",988 tonnes,47 g/kWh,51.8%,22.4%,11.5%,14.1%,0.2%,0.0%,"10,845 MW","4,691 MW","2,398 MW","2,955 MW",48 MW,0 MW
"Thu Feb 3, 8 PM - 9 PM",958 MW,"2,145 MW","1,187 MW","20,692 MW","19,505 MW","1,004 tonnes",49 g/kWh,52.4%,21.4%,11.8%,14.2%,0.2%,0.0%,"10,843 MW","4,427 MW","2,437 MW","2,935 MW",50 MW,0 MW
"Thu Feb 3, 9 PM - 10 PM","1,291 MW","2,370 MW","1,079 MW","19,758 MW","18,679 MW",767 tonnes,39 g/kWh,54.9%,20.3%,9.4%,15.2%,0.3%,0.0%,"10,847 MW","4,002 MW","1,857 MW","3,001 MW",51 MW,0 MW
"Thu Feb 3, 10 PM - 11 PM","1,207 MW","1,956 MW",749 MW,"18,494 MW","17,745 MW",342 tonnes,18 g/kWh,58.6%,20.4%,4.3%,16.4%,0.3%,0.0%,"10,846 MW","3,778 MW",789 MW,"3,026 MW",55 MW,0 MW
"Fri Feb 4, 11 PM - 12 AM",175 MW,"1,342 MW","1,167 MW","18,101 MW","16,934 MW",262 tonnes,14 g/kWh,59.9%,20.5%,3.2%,16.1%,0.2%,0.0%,"10,847 MW","3,712 MW",578 MW,"2,920 MW",44 MW,0 MW
"Fri Feb 4, 12 AM - 1 AM",675 MW,"2,432 MW","1,757 MW","18,142 MW","16,385 MW",260 tonnes,14 g/kWh,59.8%,20.7%,3.2%,16.2%,0.2%,0.0%,"10,843 MW","3,749 MW",574 MW,"2,944 MW",32 MW,0 MW
"Fri Feb 4, 1 AM - 2 AM",177 MW,"2,616 MW","2,439 MW","18,489 MW","16,050 MW",308 tonnes,17 g/kWh,58.7%,22.0%,3.7%,15.4%,0.1%,0.0%,"10,849 MW","4,076 MW",687 MW,"2,853 MW",24 MW,0 MW
"Fri Feb 4, 2 AM - 3 AM",175 MW,"3,043 MW","2,868 MW","18,753 MW","15,885 MW",457 tonnes,24 g/kWh,57.9%,21.7%,5.5%,14.8%,0.1%,0.0%,"10,852 MW","4,078 MW","1,023 MW","2,779 MW",21 MW,0 MW
"Fri Feb 4, 3 AM - 4 AM",172 MW,"3,321 MW","3,149 MW","18,961 MW","15,812 MW",604 tonnes,32 g/kWh,57.2%,21.5%,7.8%,13.3%,0.1%,0.0%,"10,850 MW","4,081 MW","1,481 MW","2,529 MW",20 MW,0 MW
"Fri Feb 4, 4 AM - 5 AM",152 MW,"3,128 MW","2,976 MW","19,114 MW","16,138 MW",735 tonnes,38 g/kWh,56.8%,20.6%,9.8%,12.6%,0.1%,0.0%,"10,848 MW","3,947 MW","1,882 MW","2,417 MW",20 MW,0 MW
"Fri Feb 4, 5 AM - 6 AM",852 MW,"3,095 MW","2,243 MW","18,864 MW","16,621 MW",855 tonnes,45 g/kWh,57.5%,19.5%,11.6%,11.2%,0.1%,0.0%,"10,855 MW","3,685 MW","2,183 MW","2,119 MW",22 MW,0 MW
"Fri Feb 4, 6 AM - 7 AM",59 MW,"2,828 MW","2,769 MW","20,316 MW","17,547 MW","1,285 tonnes",63 g/kWh,53.4%,20.7%,15.8%,9.9%,0.2%,0.0%,"10,844 MW","4,214 MW","3,219 MW","2,007 MW",32 MW,0 MW
"Fri Feb 4, 7 AM - 8 AM",59 MW,"3,014 MW","2,955 MW","21,740 MW","18,785 MW","1,782 tonnes",82 g/kWh,49.9%,20.2%,21.0%,8.7%,0.2%,0.0%,"10,844 MW","4,393 MW","4,571 MW","1,896 MW",36 MW,0 MW
"Fri Feb 4, 8 AM - 9 AM",59 MW,"3,015 MW","2,956 MW","22,330 MW","19,374 MW","1,900 tonnes",85 g/kWh,48.5%,21.2%,23.4%,6.7%,0.2%,0.0%,"10,840 MW","4,736 MW","5,216 MW","1,499 MW",36 MW,3 MW
"Fri Feb 4, 9 AM - 10 AM",59 MW,"2,762 MW","2,703 MW","22,313 MW","19,610 MW","2,021 tonnes",91 g/kWh,48.6%,21.1%,25.0%,5.0%,0.2%,0.1%,"10,845 MW","4,699 MW","5,589 MW","1,125 MW",39 MW,16 MW
"Fri Feb 4, 10 AM - 11 AM",9 MW,"2,488 MW","2,479 MW","22,252 MW","19,773 MW","2,060 tonnes",93 g/kWh,48.7%,21.5%,25.5%,4.0%,0.2%,0.2%,"10,838 MW","4,783 MW","5,666 MW",890 MW,40 MW,35 MW
"Fri Feb 4, 11 AM - 12 PM",124 MW,"2,107 MW","1,983 MW","21,729 MW","19,746 MW","1,990 tonnes",92 g/kWh,49.9%,21.1%,25.3%,3.4%,0.2%,0.2%,"10,845 MW","4,578 MW","5,508 MW",729 MW,36 MW,33 MW
"Fri Feb 4, 12 PM - 1 PM",225 MW,"2,174 MW","1,949 MW","21,592 MW","19,643 MW","2,005 tonnes",93 g/kWh,50.2%,20.5%,26.1%,2.9%,0.2%,0.2%,"10,835 MW","4,431 MW","5,639 MW",618 MW,36 MW,33 MW
"Fri Feb 4, 1 PM - 2 PM",29 MW,"2,165 MW","2,136 MW","21,469 MW","19,333 MW","2,074 tonnes",97 g/kWh,50.4%,19.7%,27.0%,2.6%,0.2%,0.2%,"10,818 MW","4,232 MW","5,793 MW",553 MW,36 MW,37 MW
"Fri Feb 4, 2 PM - 3 PM",9 MW,"2,349 MW","2,340 MW","21,273 MW","18,933 MW","2,030 tonnes",95 g/kWh,50.8%,19.9%,26.6%,2.4%,0.2%,0.1%,"10,807 MW","4,225 MW","5,666 MW",510 MW,36 MW,29 MW
"Fri Feb 4, 3 PM - 4 PM",9 MW,"2,398 MW","2,389 MW","21,308 MW","18,919 MW","1,965 tonnes",92 g/kWh,50.7%,22.2%,24.6%,2.2%,0.2%,0.1%,"10,799 MW","4,738 MW","5,238 MW",470 MW,36 MW,27 MW
"Fri Feb 4, 4 PM - 5 PM",480 MW,"2,364 MW","1,884 MW","21,163 MW","19,279 MW","1,935 tonnes",91 g/kWh,51.0%,22.5%,24.3%,2.0%,0.2%,0.1%,"10,800 MW","4,754 MW","5,138 MW",422 MW,36 MW,13 MW
"Fri Feb 4, 5 PM - 6 PM",404 MW,"2,122 MW","1,718 MW","21,527 MW","19,809 MW","2,018 tonnes",94 g/kWh,50.2%,23.1%,24.8%,1.7%,0.2%,0.0%,"10,807 MW","4,982 MW","5,328 MW",373 MW,36 MW,1 MW
"Fri Feb 4, 6 PM - 7 PM",704 MW,"1,977 MW","1,273 MW","21,737 MW","20,464 MW","2,119 tonnes",98 g/kWh,49.2%,21.9%,26.7%,2.0%,0.2%,0.0%,"10,699 MW","4,754 MW","5,807 MW",441 MW,36 MW,0 MW
"Fri Feb 4, 7 PM - 8 PM",605 MW,"1,901 MW","1,296 MW","21,203 MW","19,907 MW","2,029 tonnes",96 g/kWh,49.4%,21.9%,26.1%,2.5%,0.2%,0.0%,"10,468 MW","4,641 MW","5,531 MW",527 MW,36 MW,0 MW
"Fri Feb 4, 8 PM - 9 PM",371 MW,"2,076 MW","1,705 MW","21,245 MW","19,540 MW","2,199 tonnes",103 g/kWh,47.3%,21.5%,28.1%,2.9%,0.2%,0.0%,"10,057 MW","4,564 MW","5,975 MW",613 MW,36 MW,0 MW
"Fri Feb 4, 9 PM - 10 PM",100 MW,"2,285 MW","2,185 MW","21,151 MW","18,966 MW","2,181 tonnes",103 g/kWh,47.4%,21.1%,28.1%,3.2%,0.2%,0.0%,"10,021 MW","4,470 MW","5,943 MW",682 MW,35 MW,0 MW
"Fri Feb 4, 10 PM - 11 PM",9 MW,"2,669 MW","2,660 MW","20,634 MW","17,974 MW","2,002 tonnes",97 g/kWh,48.6%,21.4%,26.9%,3.0%,0.2%,0.0%,"10,028 MW","4,407 MW","5,541 MW",623 MW,35 MW,0 MW
"Sat Feb 5, 11 PM - 12 AM",160 MW,"2,679 MW","2,519 MW","19,785 MW","17,266 MW","1,850 tonnes",94 g/kWh,50.7%,20.8%,26.1%,2.3%,0.1%,0.0%,"10,024 MW","4,120 MW","5,162 MW",461 MW,18 MW,0 MW
"Sat Feb 5, 12 AM - 1 AM",125 MW,"2,803 MW","2,678 MW","19,160 MW","16,482 MW","1,739 tonnes",91 g/kWh,52.3%,21.9%,23.7%,2.1%,0.0%,0.0%,"10,018 MW","4,187 MW","4,543 MW",411 MW,1 MW,0 MW
"Sat Feb 5, 1 AM - 2 AM",125 MW,"2,637 MW","2,512 MW","18,660 MW","16,148 MW","1,599 tonnes",86 g/kWh,53.7%,22.2%,21.3%,2.8%,0.0%,0.0%,"10,015 MW","4,141 MW","3,978 MW",526 MW,0 MW,0 MW
"Sat Feb 5, 2 AM - 3 AM",125 MW,"2,159 MW","2,034 MW","17,921 MW","15,887 MW","1,288 tonnes",72 g/kWh,55.9%,23.2%,17.6%,3.3%,0.0%,0.0%,"10,023 MW","4,155 MW","3,160 MW",583 MW,0 MW,0 MW
"Sat Feb 5, 3 AM - 4 AM",125 MW,"2,607 MW","2,482 MW","18,262 MW","15,780 MW","1,477 tonnes",81 g/kWh,54.9%,22.3%,19.8%,3.1%,0.0%,0.0%,"10,019 MW","4,079 MW","3,607 MW",557 MW,0 MW,0 MW
"Sat Feb 5, 4 AM - 5 AM",125 MW,"2,683 MW","2,558 MW","18,418 MW","15,860 MW","1,525 tonnes",83 g/kWh,54.4%,21.8%,20.2%,3.5%,0.0%,0.0%,"10,023 MW","4,020 MW","3,726 MW",649 MW,0 MW,0 MW
"Sat Feb 5, 5 AM - 6 AM",125 MW,"2,221 MW","2,096 MW","18,259 MW","16,163 MW","1,389 tonnes",76 g/kWh,54.9%,22.3%,18.5%,4.3%,0.0%,0.0%,"10,019 MW","4,077 MW","3,384 MW",779 MW,0 MW,0 MW
"Sat Feb 5, 6 AM - 7 AM",59 MW,"2,303 MW","2,244 MW","18,820 MW","16,576 MW","1,555 tonnes",83 g/kWh,53.3%,21.9%,20.4%,4.5%,0.0%,0.0%,"10,025 MW","4,113 MW","3,843 MW",839 MW,0 MW,0 MW
"Sat Feb 5, 7 AM - 8 AM",59 MW,"2,339 MW","2,280 MW","19,592 MW","17,312 MW","1,686 tonnes",86 g/kWh,51.2%,22.8%,21.7%,4.3%,0.0%,0.0%,"10,026 MW","4,471 MW","4,256 MW",837 MW,1 MW,1 MW
"Sat Feb 5, 8 AM - 9 AM",9 MW,"2,338 MW","2,329 MW","20,220 MW","17,891 MW","1,876 tonnes",93 g/kWh,49.6%,21.9%,24.9%,3.6%,0.0%,0.1%,"10,026 MW","4,422 MW","5,037 MW",721 MW,0 MW,14 MW
"Sat Feb 5, 9 AM - 10 AM",9 MW,"2,108 MW","2,099 MW","20,390 MW","18,291 MW","1,965 tonnes",96 g/kWh,49.2%,22.1%,26.2%,2.4%,0.0%,0.2%,"10,022 MW","4,505 MW","5,337 MW",481 MW,0 MW,45 MW
"Sat Feb 5, 10 AM - 11 AM",9 MW,"2,271 MW","2,262 MW","20,619 MW","18,357 MW","2,096 tonnes",102 g/kWh,48.6%,22.3%,27.4%,1.3%,0.0%,0.3%,"10,023 MW","4,596 MW","5,657 MW",278 MW,0 MW,65 MW
"Sat Feb 5, 11 AM - 12 PM",9 MW,"1,802 MW","1,793 MW","20,138 MW","18,345 MW","2,141 tonnes",106 g/kWh,49.8%,20.9%,28.0%,0.9%,0.0%,0.4%,"10,022 MW","4,215 MW","5,635 MW",187 MW,0 MW,79 MW
"Sat Feb 5, 12 PM - 1 PM",9 MW,"1,749 MW","1,740 MW","19,784 MW","18,044 MW","2,034 tonnes",103 g/kWh,50.6%,21.2%,27.1%,0.7%,0.0%,0.4%,"10,020 MW","4,188 MW","5,352 MW",135 MW,0 MW,89 MW
"Sat Feb 5, 1 PM - 2 PM",609 MW,"1,676 MW","1,067 MW","18,897 MW","17,830 MW","1,722 tonnes",91 g/kWh,53.0%,21.8%,23.9%,0.7%,0.0%,0.5%,"10,015 MW","4,125 MW","4,519 MW",140 MW,0 MW,98 MW
"Sat Feb 5, 2 PM - 3 PM",809 MW,"1,563 MW",754 MW,"18,420 MW","17,666 MW","1,484 tonnes",81 g/kWh,54.4%,22.3%,21.8%,1.0%,0.0%,0.5%,"10,028 MW","4,107 MW","4,013 MW",176 MW,0 MW,96 MW
"Sat Feb 5, 3 PM - 4 PM",651 MW,"1,616 MW",965 MW,"18,770 MW","17,805 MW","1,423 tonnes",76 g/kWh,53.4%,23.8%,20.7%,1.7%,0.0%,0.4%,"10,028 MW","4,469 MW","3,885 MW",316 MW,0 MW,72 MW
"Sat Feb 5, 4 PM - 5 PM",115 MW,"1,479 MW","1,364 MW","19,658 MW","18,294 MW","1,556 tonnes",79 g/kWh,51.0%,24.5%,21.5%,3.0%,0.0%,0.1%,"10,029 MW","4,809 MW","4,217 MW",583 MW,0 MW,20 MW
"Sat Feb 5, 5 PM - 6 PM",300 MW,"1,585 MW","1,285 MW","20,513 MW","19,228 MW","1,708 tonnes",83 g/kWh,48.8%,24.4%,22.3%,4.5%,0.0%,0.0%,"10,014 MW","5,002 MW","4,575 MW",919 MW,0 MW,3 MW
"Sat Feb 5, 6 PM - 7 PM",259 MW,"1,938 MW","1,679 MW","21,340 MW","19,661 MW","1,916 tonnes",90 g/kWh,47.0%,22.8%,23.8%,6.5%,0.0%,0.0%,"10,024 MW","4,857 MW","5,072 MW","1,387 MW",0 MW,0 MW
"Sat Feb 5, 7 PM - 8 PM",259 MW,"2,214 MW","1,955 MW","20,979 MW","19,024 MW","1,593 tonnes",76 g/kWh,47.8%,22.3%,20.5%,9.4%,0.0%,0.0%,"10,028 MW","4,686 MW","4,301 MW","1,964 MW",0 MW,0 MW
