,imports,exports,netImportExports,POWER GENERATED,ONTARIO DEMAND,TOTAL EMISSIONS,CO2e INTENSITY,nuclearPercentage,hydroPercentage,gasPercentage,windPercentage,biofuelPercentage,solarPercentage,nuclearOutput,hydroOutput,gasOutput,windOutput,biofuelOutput,solarOutput
"Mon Jan 17, 12 AM - 1 AM",631 MW,"3,867 MW","3,236 MW","18,848 MW","15,612 MW","1,599 tonnes",85 g/kWh,53.3%,19.4%,20.8%,6.5%,0.0%,0.0%,"10,053 MW","3,662 MW","3,914 MW","1,219 MW",0 MW,0 MW
"Mon Jan 17, 1 AM - 2 AM",631 MW,"4,118 MW","3,487 MW","18,631 MW","15,144 MW","1,356 tonnes",73 g/kWh,53.9%,19.5%,16.8%,9.7%,0.0%,0.0%,"10,050 MW","3,642 MW","3,136 MW","1,799 MW",4 MW,0 MW
"Mon Jan 17, 2 AM - 3 AM",631 MW,"3,601 MW","2,970 MW","17,994 MW","15,024 MW","1,071 tonnes",60 g/kWh,55.9%,17.3%,14.5%,12.2%,0.1%,0.0%,"10,054 MW","3,115 MW","2,612 MW","2,200 MW",13 MW,0 MW
"Mon Jan 17, 3 AM - 4 AM",281 MW,"3,034 MW","2,753 MW","17,595 MW","14,842 MW",916 tonnes,52 g/kWh,57.2%,17.9%,13.8%,11.0%,0.1%,0.0%,"10,061 MW","3,146 MW","2,432 MW","1,941 MW",15 MW,0 MW
"Mon Jan 17, 4 AM - 5 AM","1,050 MW","3,465 MW","2,415 MW","17,327 MW","14,912 MW",936 tonnes,54 g/kWh,58.1%,17.5%,14.5%,9.8%,0.1%,0.0%,"10,062 MW","3,034 MW","2,517 MW","1,699 MW",15 MW,0 MW
"Mon Jan 17, 5 AM - 6 AM","1,154 MW","3,108 MW","1,954 MW","17,418 MW","15,464 MW",960 tonnes,55 g/kWh,57.8%,18.3%,14.8%,9.0%,0.1%,0.0%,"10,065 MW","3,194 MW","2,572 MW","1,571 MW",16 MW,0 MW
"Mon Jan 17, 6 AM - 7 AM",431 MW,"2,606 MW","2,175 MW","18,532 MW","16,357 MW",966 tonnes,52 g/kWh,54.3%,17.7%,14.0%,14.0%,0.1%,0.0%,"10,054 MW","3,273 MW","2,592 MW","2,586 MW",27 MW,0 MW
"Mon Jan 17, 7 AM - 8 AM",431 MW,"2,597 MW","2,166 MW","19,464 MW","17,298 MW",969 tonnes,50 g/kWh,51.7%,18.8%,13.4%,16.0%,0.2%,0.0%,"10,057 MW","3,656 MW","2,611 MW","3,108 MW",32 MW,0 MW
"Mon Jan 17, 8 AM - 9 AM",426 MW,"2,644 MW","2,218 MW","20,135 MW","17,917 MW",975 tonnes,48 g/kWh,49.9%,18.3%,13.1%,18.5%,0.2%,0.0%,"10,042 MW","3,685 MW","2,638 MW","3,735 MW",33 MW,2 MW
"Mon Jan 17, 9 AM - 10 AM","1,023 MW","3,167 MW","2,144 MW","20,247 MW","18,103 MW",974 tonnes,48 g/kWh,49.6%,18.5%,13.0%,18.7%,0.2%,0.0%,"10,042 MW","3,743 MW","2,637 MW","3,784 MW",32 MW,9 MW
"Mon Jan 17, 10 AM - 11 AM","1,179 MW","3,179 MW","2,000 MW","20,377 MW","18,377 MW",924 tonnes,45 g/kWh,49.3%,19.7%,12.3%,18.4%,0.2%,0.1%,"10,049 MW","4,008 MW","2,510 MW","3,757 MW",32 MW,21 MW
"Mon Jan 17, 11 AM - 12 PM","1,030 MW","3,184 MW","2,154 MW","20,572 MW","18,418 MW","1,060 tonnes",52 g/kWh,48.8%,18.8%,13.8%,18.3%,0.2%,0.1%,"10,048 MW","3,861 MW","2,836 MW","3,774 MW",32 MW,21 MW
"Mon Jan 17, 12 PM - 1 PM","1,204 MW","2,839 MW","1,635 MW","20,019 MW","18,384 MW","1,047 tonnes",52 g/kWh,50.2%,17.0%,14.0%,18.5%,0.2%,0.1%,"10,050 MW","3,412 MW","2,809 MW","3,704 MW",32 MW,12 MW
"Mon Jan 17, 1 PM - 2 PM","1,104 MW","2,544 MW","1,440 MW","19,686 MW","18,246 MW",946 tonnes,48 g/kWh,51.1%,17.2%,13.0%,18.5%,0.2%,0.1%,"10,053 MW","3,388 MW","2,550 MW","3,646 MW",32 MW,17 MW
"Mon Jan 17, 2 PM - 3 PM","1,104 MW","2,458 MW","1,354 MW","19,354 MW","18,000 MW",909 tonnes,47 g/kWh,51.9%,17.5%,12.7%,17.7%,0.2%,0.1%,"10,054 MW","3,383 MW","2,453 MW","3,419 MW",33 MW,12 MW
"Mon Jan 17, 3 PM - 4 PM",904 MW,"2,641 MW","1,737 MW","19,616 MW","17,879 MW",918 tonnes,47 g/kWh,51.2%,18.6%,12.6%,17.4%,0.2%,0.0%,"10,051 MW","3,643 MW","2,470 MW","3,414 MW",32 MW,6 MW
"Mon Jan 17, 4 PM - 5 PM",704 MW,"2,664 MW","1,960 MW","20,207 MW","18,247 MW",919 tonnes,45 g/kWh,49.8%,19.4%,12.2%,18.5%,0.2%,0.0%,"10,053 MW","3,917 MW","2,472 MW","3,731 MW",33 MW,1 MW
"Mon Jan 17, 5 PM - 6 PM",724 MW,"2,843 MW","2,119 MW","21,154 MW","19,035 MW",950 tonnes,45 g/kWh,47.5%,22.4%,12.0%,17.9%,0.1%,0.0%,"10,052 MW","4,734 MW","2,547 MW","3,790 MW",31 MW,0 MW
"Mon Jan 17, 6 PM - 7 PM","1,132 MW","2,770 MW","1,638 MW","20,668 MW","19,030 MW",905 tonnes,44 g/kWh,48.6%,21.0%,11.9%,18.3%,0.1%,0.0%,"10,050 MW","4,350 MW","2,454 MW","3,783 MW",31 MW,0 MW
"Mon Jan 17, 7 PM - 8 PM","1,307 MW","2,745 MW","1,438 MW","19,960 MW","18,522 MW",785 tonnes,39 g/kWh,50.4%,21.1%,10.8%,17.6%,0.2%,0.0%,"10,052 MW","4,211 MW","2,158 MW","3,508 MW",31 MW,0 MW
"Mon Jan 17, 8 PM - 9 PM","1,229 MW","2,683 MW","1,454 MW","19,535 MW","18,081 MW",734 tonnes,38 g/kWh,51.5%,22.5%,9.1%,16.7%,0.2%,0.0%,"10,055 MW","4,390 MW","1,787 MW","3,272 MW",31 MW,0 MW
"Mon Jan 17, 9 PM - 10 PM","1,340 MW","2,509 MW","1,169 MW","18,616 MW","17,447 MW",734 tonnes,39 g/kWh,54.0%,19.3%,9.2%,17.3%,0.2%,0.0%,"10,059 MW","3,588 MW","1,714 MW","3,224 MW",31 MW,0 MW
"Mon Jan 17, 10 PM - 11 PM","1,013 MW","2,602 MW","1,589 MW","17,920 MW","16,331 MW",605 tonnes,34 g/kWh,56.1%,19.4%,7.8%,16.6%,0.2%,0.0%,"10,050 MW","3,476 MW","1,389 MW","2,974 MW",31 MW,0 MW
"Tue Jan 18, 11 PM - 12 AM",912 MW,"2,663 MW","1,751 MW","17,294 MW","15,543 MW",465 tonnes,27 g/kWh,58.1%,19.3%,6.4%,16.1%,0.1%,0.0%,"10,055 MW","3,332 MW","1,100 MW","2,783 MW",24 MW,0 MW
"Tue Jan 18, 12 AM - 1 AM",777 MW,"2,259 MW","1,482 MW","16,502 MW","15,020 MW",413 tonnes,25 g/kWh,61.0%,19.6%,6.1%,13.2%,0.1%,0.0%,"10,058 MW","3,238 MW","1,005 MW","2,184 MW",17 MW,0 MW
"Tue Jan 18, 1 AM - 2 AM",873 MW,"3,013 MW","2,140 MW","16,818 MW","14,678 MW",476 tonnes,28 g/kWh,59.8%,18.9%,6.9%,14.3%,0.1%,0.0%,"10,056 MW","3,172 MW","1,164 MW","2,410 MW",16 MW,0 MW
"Tue Jan 18, 2 AM - 3 AM",184 MW,"2,888 MW","2,704 MW","17,308 MW","14,604 MW",476 tonnes,28 g/kWh,58.1%,18.2%,6.7%,16.9%,0.1%,0.0%,"10,062 MW","3,143 MW","1,166 MW","2,921 MW",16 MW,0 MW
"Tue Jan 18, 3 AM - 4 AM",146 MW,"2,274 MW","2,128 MW","16,678 MW","14,550 MW",546 tonnes,33 g/kWh,60.3%,19.1%,8.0%,12.4%,0.1%,0.0%,"10,059 MW","3,193 MW","1,332 MW","2,076 MW",18 MW,0 MW
"Tue Jan 18, 4 AM - 5 AM",284 MW,"3,028 MW","2,744 MW","17,542 MW","14,798 MW",811 tonnes,46 g/kWh,57.3%,19.7%,11.1%,11.8%,0.1%,0.0%,"10,059 MW","3,452 MW","1,952 MW","2,063 MW",16 MW,0 MW
"Tue Jan 18, 5 AM - 6 AM",752 MW,"2,145 MW","1,393 MW","16,896 MW","15,503 MW","1,048 tonnes",62 g/kWh,59.2%,19.5%,14.7%,6.4%,0.1%,0.0%,"10,001 MW","3,300 MW","2,490 MW","1,086 MW",19 MW,0 MW
"Tue Jan 18, 6 AM - 7 AM",908 MW,"2,260 MW","1,352 MW","17,899 MW","16,547 MW","1,098 tonnes",61 g/kWh,55.8%,20.1%,14.9%,9.0%,0.2%,0.0%,"9,984 MW","3,605 MW","2,669 MW","1,614 MW",27 MW,0 MW
"Tue Jan 18, 7 AM - 8 AM",737 MW,"1,868 MW","1,131 MW","18,835 MW","17,704 MW","1,208 tonnes",64 g/kWh,53.0%,22.2%,16.2%,8.5%,0.2%,0.0%,"9,978 MW","4,173 MW","3,050 MW","1,603 MW",31 MW,0 MW
"Tue Jan 18, 8 AM - 9 AM",756 MW,"2,010 MW","1,254 MW","19,457 MW","18,203 MW","1,385 tonnes",71 g/kWh,51.3%,22.8%,18.8%,7.0%,0.2%,0.0%,"9,975 MW","4,436 MW","3,659 MW","1,353 MW",32 MW,2 MW
"Tue Jan 18, 9 AM - 10 AM",927 MW,"2,062 MW","1,135 MW","19,583 MW","18,448 MW","1,490 tonnes",76 g/kWh,50.9%,22.5%,20.4%,5.9%,0.2%,0.1%,"9,975 MW","4,407 MW","3,999 MW","1,149 MW",32 MW,21 MW
"Tue Jan 18, 10 AM - 11 AM","1,089 MW","2,273 MW","1,184 MW","19,718 MW","18,534 MW","1,608 tonnes",82 g/kWh,50.6%,21.7%,22.4%,5.0%,0.2%,0.2%,"9,973 MW","4,285 MW","4,416 MW",981 MW,31 MW,32 MW
"Tue Jan 18, 11 AM - 12 PM","1,272 MW","2,434 MW","1,162 MW","19,693 MW","18,531 MW","1,751 tonnes",89 g/kWh,50.9%,20.2%,24.0%,4.4%,0.2%,0.3%,"10,030 MW","3,975 MW","4,732 MW",874 MW,32 MW,50 MW
"Tue Jan 18, 12 PM - 1 PM","1,282 MW","2,487 MW","1,205 MW","19,817 MW","18,612 MW","1,820 tonnes",92 g/kWh,50.7%,19.4%,25.0%,4.4%,0.2%,0.4%,"10,046 MW","3,844 MW","4,953 MW",863 MW,31 MW,80 MW
"Tue Jan 18, 1 PM - 2 PM","1,222 MW","2,563 MW","1,341 MW","19,701 MW","18,360 MW","1,635 tonnes",83 g/kWh,51.0%,20.3%,22.7%,5.3%,0.2%,0.5%,"10,042 MW","4,008 MW","4,466 MW","1,054 MW",32 MW,99 MW
"Tue Jan 18, 2 PM - 3 PM","1,221 MW","2,526 MW","1,305 MW","19,440 MW","18,135 MW","1,220 tonnes",63 g/kWh,51.7%,22.2%,18.2%,7.4%,0.2%,0.4%,"10,044 MW","4,306 MW","3,544 MW","1,438 MW",31 MW,77 MW
"Tue Jan 18, 3 PM - 4 PM","1,274 MW","2,508 MW","1,234 MW","19,665 MW","18,431 MW","1,137 tonnes",58 g/kWh,51.1%,22.2%,17.1%,9.2%,0.2%,0.2%,"10,044 MW","4,366 MW","3,365 MW","1,816 MW",32 MW,42 MW
"Tue Jan 18, 4 PM - 5 PM",683 MW,"2,219 MW","1,536 MW","20,618 MW","19,082 MW","1,161 tonnes",56 g/kWh,48.7%,23.2%,16.6%,11.3%,0.2%,0.1%,"10,046 MW","4,779 MW","3,424 MW","2,324 MW",32 MW,13 MW
"Tue Jan 18, 5 PM - 6 PM",767 MW,"2,529 MW","1,762 MW","21,615 MW","19,853 MW","1,350 tonnes",62 g/kWh,46.5%,23.5%,17.7%,12.1%,0.1%,0.0%,"10,049 MW","5,087 MW","3,830 MW","2,617 MW",32 MW,0 MW
"Tue Jan 18, 6 PM - 7 PM",762 MW,"2,339 MW","1,577 MW","21,444 MW","19,867 MW","1,299 tonnes",61 g/kWh,46.8%,22.4%,17.0%,13.6%,0.1%,0.0%,"10,041 MW","4,807 MW","3,648 MW","2,917 MW",31 MW,0 MW
"Tue Jan 18, 7 PM - 8 PM",585 MW,"2,245 MW","1,660 MW","20,963 MW","19,303 MW","1,175 tonnes",56 g/kWh,47.9%,20.7%,16.0%,15.3%,0.2%,0.0%,"10,040 MW","4,332 MW","3,360 MW","3,199 MW",32 MW,0 MW
"Tue Jan 18, 8 PM - 9 PM",345 MW,"1,949 MW","1,604 MW","20,288 MW","18,684 MW","1,142 tonnes",56 g/kWh,49.5%,18.0%,16.2%,16.1%,0.2%,0.0%,"10,044 MW","3,652 MW","3,285 MW","3,276 MW",31 MW,0 MW
"Tue Jan 18, 9 PM - 10 PM",276 MW,"1,560 MW","1,284 MW","19,210 MW","17,926 MW",917 tonnes,48 g/kWh,52.3%,18.5%,14.1%,15.0%,0.2%,0.0%,"10,038 MW","3,555 MW","2,706 MW","2,879 MW",32 MW,0 MW
"Tue Jan 18, 10 PM - 11 PM",779 MW,"2,208 MW","1,429 MW","18,320 MW","16,891 MW",571 tonnes,31 g/kWh,54.8%,18.8%,8.0%,18.3%,0.2%,0.0%,"10,043 MW","3,439 MW","1,462 MW","3,345 MW",31 MW,0 MW
"Wed Jan 19, 11 PM - 12 AM",436 MW,"2,479 MW","2,043 MW","18,043 MW","16,000 MW",249 tonnes,14 g/kWh,55.7%,18.5%,2.7%,23.0%,0.1%,0.0%,"10,048 MW","3,338 MW",486 MW,"4,148 MW",23 MW,0 MW
"Wed Jan 19, 12 AM - 1 AM",292 MW,"2,253 MW","1,961 MW","16,949 MW","14,988 MW",158 tonnes,9 g/kWh,56.7%,18.8%,1.6%,22.7%,0.1%,0.0%,"9,617 MW","3,190 MW",278 MW,"3,847 MW",17 MW,0 MW
"Wed Jan 19, 1 AM - 2 AM",451 MW,"2,506 MW","2,055 MW","16,798 MW","14,743 MW",112 tonnes,7 g/kWh,55.0%,18.5%,1.1%,25.3%,0.1%,0.0%,"9,232 MW","3,110 MW",185 MW,"4,255 MW",16 MW,0 MW
"Wed Jan 19, 2 AM - 3 AM",424 MW,"2,616 MW","2,192 MW","16,786 MW","14,594 MW",79 tonnes,5 g/kWh,55.0%,18.8%,0.8%,25.3%,0.1%,0.0%,"9,239 MW","3,151 MW",128 MW,"4,252 MW",16 MW,0 MW
"Wed Jan 19, 3 AM - 4 AM",420 MW,"2,543 MW","2,123 MW","16,727 MW","14,604 MW",114 tonnes,7 g/kWh,55.3%,17.5%,1.3%,25.8%,0.1%,0.0%,"9,244 MW","2,929 MW",220 MW,"4,318 MW",16 MW,0 MW
"Wed Jan 19, 4 AM - 5 AM",464 MW,"2,639 MW","2,175 MW","16,987 MW","14,812 MW",255 tonnes,15 g/kWh,54.4%,17.1%,3.8%,24.6%,0.1%,0.0%,"9,245 MW","2,909 MW",644 MW,"4,173 MW",16 MW,0 MW
"Wed Jan 19, 5 AM - 6 AM","1,068 MW","3,142 MW","2,074 MW","17,140 MW","15,066 MW",466 tonnes,27 g/kWh,53.9%,17.9%,7.5%,20.6%,0.1%,0.0%,"9,243 MW","3,066 MW","1,277 MW","3,535 MW",19 MW,0 MW
"Wed Jan 19, 6 AM - 7 AM",892 MW,"2,980 MW","2,088 MW","18,221 MW","16,133 MW",880 tonnes,48 g/kWh,50.7%,17.0%,12.9%,19.2%,0.2%,0.0%,"9,240 MW","3,101 MW","2,343 MW","3,501 MW",36 MW,0 MW
"Wed Jan 19, 7 AM - 8 AM",619 MW,"2,926 MW","2,307 MW","19,579 MW","17,272 MW",902 tonnes,46 g/kWh,47.2%,20.5%,12.1%,20.1%,0.2%,0.0%,"9,240 MW","4,004 MW","2,377 MW","3,927 MW",31 MW,0 MW
"Wed Jan 19, 8 AM - 9 AM",744 MW,"2,931 MW","2,187 MW","19,918 MW","17,731 MW",989 tonnes,50 g/kWh,46.4%,21.5%,12.8%,19.1%,0.2%,0.0%,"9,237 MW","4,281 MW","2,559 MW","3,809 MW",31 MW,1 MW
"Wed Jan 19, 9 AM - 10 AM","1,012 MW","2,898 MW","1,886 MW","19,740 MW","17,854 MW",995 tonnes,50 g/kWh,46.8%,21.4%,12.8%,18.8%,0.2%,0.1%,"9,237 MW","4,224 MW","2,528 MW","3,707 MW",32 MW,12 MW
"Wed Jan 19, 10 AM - 11 AM",912 MW,"2,969 MW","2,057 MW","19,889 MW","17,832 MW","1,063 tonnes",53 g/kWh,46.4%,20.1%,13.6%,19.5%,0.2%,0.2%,"9,234 MW","3,995 MW","2,703 MW","3,871 MW",40 MW,46 MW
"Wed Jan 19, 11 AM - 12 PM",712 MW,"2,715 MW","2,003 MW","19,654 MW","17,651 MW",988 tonnes,50 g/kWh,47.0%,19.5%,12.8%,20.1%,0.2%,0.4%,"9,239 MW","3,831 MW","2,514 MW","3,947 MW",43 MW,80 MW
"Wed Jan 19, 12 PM - 1 PM",612 MW,"2,661 MW","2,049 MW","19,624 MW","17,575 MW",971 tonnes,49 g/kWh,47.1%,19.7%,12.7%,19.8%,0.2%,0.6%,"9,239 MW","3,861 MW","2,493 MW","3,880 MW",38 MW,113 MW
"Wed Jan 19, 1 PM - 2 PM",929 MW,"2,752 MW","1,823 MW","19,348 MW","17,525 MW",995 tonnes,51 g/kWh,47.7%,19.2%,13.4%,18.8%,0.2%,0.7%,"9,235 MW","3,717 MW","2,589 MW","3,647 MW",30 MW,130 MW
"Wed Jan 19, 2 PM - 3 PM",14 MW,"2,537 MW","2,523 MW","20,015 MW","17,492 MW","1,154 tonnes",58 g/kWh,46.2%,18.8%,15.0%,19.5%,0.2%,0.4%,"9,239 MW","3,753 MW","2,996 MW","3,906 MW",33 MW,88 MW
"Wed Jan 19, 3 PM - 4 PM",264 MW,"2,606 MW","2,342 MW","20,170 MW","17,828 MW","1,129 tonnes",56 g/kWh,45.7%,20.1%,14.6%,19.2%,0.2%,0.2%,"9,224 MW","4,056 MW","2,945 MW","3,871 MW",31 MW,43 MW
"Wed Jan 19, 4 PM - 5 PM",14 MW,"2,914 MW","2,900 MW","21,184 MW","18,284 MW","1,369 tonnes",65 g/kWh,43.6%,22.4%,15.3%,18.6%,0.1%,0.0%,"9,227 MW","4,749 MW","3,234 MW","3,936 MW",30 MW,8 MW
"Wed Jan 19, 5 PM - 6 PM",14 MW,"3,379 MW","3,365 MW","22,531 MW","19,166 MW","1,913 tonnes",85 g/kWh,40.9%,21.7%,19.8%,17.4%,0.1%,0.0%,"9,224 MW","4,895 MW","4,467 MW","3,915 MW",30 MW,0 MW
"Wed Jan 19, 6 PM - 7 PM",44 MW,"3,379 MW","3,335 MW","22,605 MW","19,270 MW","2,112 tonnes",93 g/kWh,40.8%,20.4%,21.6%,17.0%,0.1%,0.0%,"9,232 MW","4,619 MW","4,878 MW","3,845 MW",31 MW,0 MW
"Wed Jan 19, 7 PM - 8 PM",119 MW,"3,357 MW","3,238 MW","22,041 MW","18,803 MW","1,925 tonnes",87 g/kWh,41.9%,19.8%,20.1%,18.0%,0.1%,0.0%,"9,232 MW","4,367 MW","4,433 MW","3,978 MW",31 MW,0 MW
"Wed Jan 19, 8 PM - 9 PM",44 MW,"3,442 MW","3,398 MW","21,696 MW","18,298 MW","1,861 tonnes",86 g/kWh,42.5%,19.7%,19.5%,18.1%,0.1%,0.0%,"9,230 MW","4,273 MW","4,232 MW","3,929 MW",32 MW,0 MW
"Wed Jan 19, 9 PM - 10 PM",574 MW,"3,144 MW","2,570 MW","20,166 MW","17,596 MW","1,303 tonnes",65 g/kWh,45.8%,21.4%,14.4%,18.2%,0.2%,0.0%,"9,233 MW","4,324 MW","2,904 MW","3,673 MW",32 MW,0 MW
"Wed Jan 19, 10 PM - 11 PM",527 MW,"2,624 MW","2,097 MW","18,991 MW","16,894 MW","1,189 tonnes",63 g/kWh,48.6%,19.4%,13.7%,18.1%,0.2%,0.0%,"9,231 MW","3,693 MW","2,599 MW","3,437 MW",31 MW,0 MW
"Thu Jan 20, 11 PM - 12 AM",122 MW,"2,909 MW","2,787 MW","18,864 MW","16,077 MW","1,271 tonnes",67 g/kWh,48.9%,19.3%,14.8%,16.9%,0.1%,0.0%,"9,224 MW","3,643 MW","2,789 MW","3,185 MW",23 MW,0 MW
"Thu Jan 20, 12 AM - 1 AM",122 MW,"2,905 MW","2,783 MW","18,339 MW","15,556 MW","1,225 tonnes",67 g/kWh,50.3%,19.6%,14.6%,15.4%,0.1%,0.0%,"9,216 MW","3,597 MW","2,681 MW","2,828 MW",17 MW,0 MW
"Thu Jan 20, 1 AM - 2 AM",122 MW,"2,928 MW","2,806 MW","18,127 MW","15,321 MW","1,344 tonnes",74 g/kWh,50.8%,19.6%,16.4%,13.1%,0.1%,0.0%,"9,214 MW","3,550 MW","2,970 MW","2,376 MW",17 MW,0 MW
"Thu Jan 20, 2 AM - 3 AM",122 MW,"2,784 MW","2,662 MW","18,092 MW","15,430 MW","1,414 tonnes",78 g/kWh,50.9%,19.0%,17.4%,12.6%,0.1%,0.0%,"9,217 MW","3,430 MW","3,146 MW","2,282 MW",17 MW,0 MW
"Thu Jan 20, 3 AM - 4 AM",122 MW,"2,742 MW","2,620 MW","17,904 MW","15,284 MW","1,378 tonnes",77 g/kWh,51.5%,19.0%,17.1%,12.3%,0.1%,0.0%,"9,213 MW","3,409 MW","3,056 MW","2,209 MW",17 MW,0 MW
"Thu Jan 20, 4 AM - 5 AM",122 MW,"2,598 MW","2,476 MW","18,073 MW","15,597 MW","1,448 tonnes",80 g/kWh,51.0%,19.5%,18.3%,11.2%,0.1%,0.0%,"9,214 MW","3,522 MW","3,304 MW","2,016 MW",17 MW,0 MW
"Thu Jan 20, 5 AM - 6 AM","1,106 MW","3,325 MW","2,219 MW","18,377 MW","16,158 MW","1,461 tonnes",80 g/kWh,50.1%,19.8%,18.8%,11.2%,0.1%,0.0%,"9,210 MW","3,642 MW","3,455 MW","2,050 MW",20 MW,0 MW
"Thu Jan 20, 6 AM - 7 AM","1,104 MW","3,845 MW","2,741 MW","20,038 MW","17,297 MW","1,866 tonnes",93 g/kWh,46.0%,21.5%,23.6%,8.8%,0.1%,0.0%,"9,223 MW","4,305 MW","4,722 MW","1,762 MW",26 MW,0 MW
"Thu Jan 20, 7 AM - 8 AM",547 MW,"3,007 MW","2,460 MW","21,325 MW","18,865 MW","2,271 tonnes",106 g/kWh,43.2%,22.7%,27.0%,6.9%,0.1%,0.0%,"9,223 MW","4,831 MW","5,758 MW","1,481 MW",31 MW,1 MW
"Thu Jan 20, 8 AM - 9 AM",965 MW,"2,629 MW","1,664 MW","20,973 MW","19,309 MW","2,159 tonnes",103 g/kWh,44.0%,22.1%,27.1%,6.5%,0.1%,0.2%,"9,221 MW","4,631 MW","5,686 MW","1,355 MW",31 MW,49 MW
"Thu Jan 20, 9 AM - 10 AM","1,020 MW","2,496 MW","1,476 MW","20,372 MW","18,896 MW","1,948 tonnes",96 g/kWh,45.2%,22.7%,24.8%,6.3%,0.2%,0.8%,"9,218 MW","4,627 MW","5,055 MW","1,275 MW",31 MW,166 MW
"Thu Jan 20, 10 AM - 11 AM",490 MW,"2,122 MW","1,632 MW","20,171 MW","18,539 MW","1,828 tonnes",91 g/kWh,45.7%,23.4%,24.0%,5.7%,0.2%,1.1%,"9,214 MW","4,710 MW","4,836 MW","1,149 MW",31 MW,231 MW
"Thu Jan 20, 11 AM - 12 PM",929 MW,"2,793 MW","1,864 MW","20,161 MW","18,297 MW","2,063 tonnes",102 g/kWh,45.7%,20.4%,27.6%,4.9%,0.2%,1.3%,"9,214 MW","4,109 MW","5,557 MW",989 MW,31 MW,261 MW
"Thu Jan 20, 12 PM - 1 PM","1,227 MW","2,142 MW",915 MW,"19,198 MW","18,283 MW","1,893 tonnes",99 g/kWh,48.0%,20.3%,25.8%,4.4%,0.2%,1.3%,"9,213 MW","3,906 MW","4,953 MW",837 MW,31 MW,258 MW
"Thu Jan 20, 1 PM - 2 PM","1,216 MW","1,993 MW",777 MW,"18,984 MW","18,207 MW","1,700 tonnes",90 g/kWh,48.5%,22.2%,23.6%,4.3%,0.2%,1.2%,"9,210 MW","4,206 MW","4,489 MW",812 MW,31 MW,236 MW
"Thu Jan 20, 2 PM - 3 PM","1,239 MW","1,963 MW",724 MW,"18,949 MW","18,225 MW","1,582 tonnes",83 g/kWh,48.6%,23.2%,22.2%,4.8%,0.2%,1.0%,"9,216 MW","4,398 MW","4,211 MW",906 MW,31 MW,187 MW
"Thu Jan 20, 3 PM - 4 PM","1,254 MW","2,302 MW","1,048 MW","19,488 MW","18,440 MW","1,735 tonnes",89 g/kWh,47.3%,24.0%,23.4%,4.3%,0.2%,0.7%,"9,217 MW","4,678 MW","4,569 MW",847 MW,31 MW,146 MW
"Thu Jan 20, 4 PM - 5 PM","1,462 MW","2,634 MW","1,172 MW","20,647 MW","19,475 MW","2,094 tonnes",101 g/kWh,44.6%,25.0%,26.7%,3.3%,0.2%,0.2%,"9,216 MW","5,169 MW","5,508 MW",682 MW,31 MW,41 MW
"Thu Jan 20, 5 PM - 6 PM","1,359 MW","2,483 MW","1,124 MW","21,866 MW","20,742 MW","2,654 tonnes",121 g/kWh,42.1%,23.2%,31.9%,2.6%,0.1%,0.0%,"9,213 MW","5,080 MW","6,969 MW",573 MW,31 MW,0 MW
"Thu Jan 20, 6 PM - 7 PM","1,334 MW","2,494 MW","1,160 MW","21,992 MW","20,832 MW","2,707 tonnes",123 g/kWh,41.9%,23.2%,32.3%,2.4%,0.1%,0.0%,"9,216 MW","5,110 MW","7,107 MW",528 MW,31 MW,0 MW
"Thu Jan 20, 7 PM - 8 PM","1,534 MW","2,561 MW","1,027 MW","21,456 MW","20,429 MW","2,454 tonnes",114 g/kWh,43.0%,23.4%,30.4%,3.1%,0.1%,0.0%,"9,218 MW","5,014 MW","6,517 MW",675 MW,32 MW,0 MW
"Thu Jan 20, 8 PM - 9 PM","1,052 MW","2,451 MW","1,399 MW","21,334 MW","19,935 MW","2,472 tonnes",116 g/kWh,43.2%,22.6%,31.1%,2.9%,0.1%,0.0%,"9,209 MW","4,828 MW","6,642 MW",623 MW,32 MW,0 MW
"Thu Jan 20, 9 PM - 10 PM",994 MW,"2,706 MW","1,712 MW","20,987 MW","19,275 MW","2,503 tonnes",119 g/kWh,43.9%,21.3%,32.0%,2.6%,0.2%,0.0%,"9,209 MW","4,477 MW","6,719 MW",550 MW,32 MW,0 MW
"Thu Jan 20, 10 PM - 11 PM","1,085 MW","3,229 MW","2,144 MW","20,396 MW","18,252 MW","2,444 tonnes",120 g/kWh,45.2%,19.1%,32.3%,3.2%,0.2%,0.0%,"9,212 MW","3,905 MW","6,589 MW",658 MW,32 MW,0 MW
"Fri Jan 21, 11 PM - 12 AM",511 MW,"2,841 MW","2,330 MW","19,746 MW","17,416 MW","2,221 tonnes",112 g/kWh,46.6%,19.3%,30.8%,3.2%,0.1%,0.0%,"9,210 MW","3,806 MW","6,075 MW",633 MW,22 MW,0 MW
"Fri Jan 21, 12 AM - 1 AM",156 MW,"2,753 MW","2,597 MW","19,456 MW","16,859 MW","2,299 tonnes",118 g/kWh,47.4%,18.4%,31.0%,3.1%,0.1%,0.0%,"9,217 MW","3,580 MW","6,038 MW",604 MW,17 MW,0 MW
"Fri Jan 21, 1 AM - 2 AM",212 MW,"2,748 MW","2,536 MW","19,130 MW","16,594 MW","2,244 tonnes",117 g/kWh,49.3%,16.6%,30.7%,3.3%,0.1%,0.0%,"9,436 MW","3,175 MW","5,869 MW",633 MW,17 MW,0 MW
