,Imports (MW),Exports (MW),Net Import/Exports (MW),Power Generated (MW),Ontario Demand (MW),Total Emissions (tonnes),CO2e Intensity (g/kWh),nuclear (%),hydro (%),gas (%),wind (%),biofuel (%),solar (%),nuclear (MW),hydro (MW),gas (MW),wind (MW),biofuel (MW),solar (MW)
2021-12-28 10:00:00-05:00,174.0,1995.0,1821.0,17797.0,15976.0,922.0,52.0,56.6,24.9,12.0,5.7,0.2,0.6,10073.0,4434.0,2137.0,1015.0,29.0,109.0
2021-12-28 11:00:00-05:00,479.0,2024.0,1545.0,17675.0,16130.0,1000.0,57.0,57.0,25.2,13.4,3.8,0.2,0.4,10069.0,4446.0,2374.0,677.0,34.0,75.0
2021-12-28 12:00:00-05:00,782.0,2052.0,1270.0,17559.0,16289.0,1097.0,62.0,57.7,25.1,14.8,1.7,0.2,0.6,10133.0,4399.0,2601.0,291.0,35.0,100.0
2021-12-28 13:00:00-05:00,1056.0,2147.0,1091.0,17434.0,16343.0,1071.0,61.0,58.6,25.5,14.6,0.8,0.2,0.3,10222.0,4446.0,2544.0,134.0,33.0,55.0
2021-12-28 14:00:00-05:00,1251.0,2140.0,889.0,17525.0,16636.0,1120.0,64.0,58.4,25.3,15.5,0.4,0.2,0.1,10236.0,4437.0,2722.0,75.0,33.0,22.0
2021-12-28 15:00:00-05:00,1308.0,2238.0,930.0,17776.0,16846.0,993.0,56.0,57.6,27.3,14.4,0.4,0.2,0.1,10247.0,4857.0,2563.0,65.0,35.0,9.0
2021-12-28 16:00:00-05:00,1297.0,2223.0,926.0,18540.0,17614.0,1103.0,59.0,55.3,28.0,15.4,1.2,0.2,0.0,10254.0,5182.0,2849.0,220.0,35.0,0.0
2021-12-28 17:00:00-05:00,1247.0,2860.0,1613.0,19666.0,18053.0,1389.0,71.0,52.2,27.0,18.0,2.7,0.2,0.0,10261.0,5303.0,3540.0,524.0,38.0,0.0
2021-12-28 18:00:00-05:00,1252.0,2661.0,1409.0,19187.0,17778.0,1116.0,58.0,53.6,26.7,15.1,4.4,0.2,0.0,10282.0,5128.0,2891.0,845.0,41.0,0.0
2021-12-28 19:00:00-05:00,899.0,2417.0,1518.0,18510.0,16992.0,888.0,48.0,55.5,26.9,12.9,4.5,0.2,0.0,10277.0,4971.0,2391.0,829.0,42.0,0.0
2021-12-28 20:00:00-05:00,734.0,2420.0,1686.0,18452.0,16766.0,942.0,51.0,55.7,27.5,13.7,3.0,0.2,0.0,10273.0,5067.0,2525.0,545.0,42.0,0.0
2021-12-28 21:00:00-05:00,170.0,1990.0,1820.0,17993.0,16173.0,994.0,55.0,57.1,24.7,14.6,3.5,0.2,0.0,10275.0,4445.0,2620.0,623.0,30.0,0.0
2021-12-28 22:00:00-05:00,34.0,1334.0,1300.0,16828.0,15528.0,719.0,43.0,61.1,22.8,9.9,5.9,0.2,0.0,10275.0,3845.0,1671.0,997.0,40.0,0.0
2021-12-28 23:00:00-05:00,82.0,1650.0,1568.0,16111.0,14543.0,465.0,29.0,63.8,22.6,6.0,7.4,0.3,0.0,10274.0,3648.0,959.0,1188.0,42.0,0.0
2021-12-29 00:00:00-05:00,82.0,1514.0,1432.0,15225.0,13793.0,170.0,11.0,67.5,23.2,2.0,7.1,0.3,0.0,10276.0,3531.0,297.0,1078.0,43.0,0.0
2021-12-29 01:00:00-05:00,82.0,1774.0,1692.0,15063.0,13371.0,152.0,10.0,68.3,23.1,1.6,6.7,0.3,0.0,10282.0,3483.0,247.0,1008.0,43.0,0.0
2021-12-29 02:00:00-05:00,82.0,1973.0,1891.0,15151.0,13260.0,246.0,16.0,67.9,22.6,3.1,6.1,0.3,0.0,10282.0,3423.0,477.0,923.0,46.0,0.0
2021-12-29 03:00:00-05:00,330.0,2395.0,2065.0,15235.0,13170.0,293.0,19.0,67.5,22.9,4.2,5.0,0.4,0.0,10286.0,3495.0,643.0,757.0,54.0,0.0
2021-12-29 04:00:00-05:00,82.0,2514.0,2432.0,15683.0,13251.0,499.0,32.0,65.6,22.6,7.2,4.3,0.3,0.0,10288.0,3542.0,1131.0,668.0,54.0,0.0
2021-12-29 05:00:00-05:00,82.0,2040.0,1958.0,15669.0,13711.0,582.0,37.0,65.6,20.7,8.7,4.6,0.4,0.0,10284.0,3249.0,1362.0,713.0,61.0,0.0
2021-12-29 06:00:00-05:00,9.0,2084.0,2075.0,16445.0,14370.0,767.0,47.0,62.6,21.2,11.1,4.7,0.4,0.0,10290.0,3480.0,1833.0,778.0,64.0,0.0
2021-12-29 07:00:00-05:00,459.0,1998.0,1539.0,16887.0,15348.0,957.0,57.0,60.9,20.3,13.3,5.1,0.4,0.0,10287.0,3433.0,2241.0,859.0,67.0,0.0
2021-12-29 08:00:00-05:00,502.0,1873.0,1371.0,17152.0,15781.0,995.0,58.0,60.0,20.7,13.7,5.2,0.4,0.0,10289.0,3553.0,2347.0,889.0,68.0,6.0
2021-12-29 09:00:00-05:00,589.0,2181.0,1592.0,17678.0,16086.0,998.0,56.0,58.2,23.1,13.3,4.9,0.3,0.1,10284.0,4089.0,2360.0,870.0,61.0,14.0
2021-12-29 10:00:00-05:00,380.0,2206.0,1826.0,18097.0,16271.0,1103.0,61.0,56.9,24.5,14.3,3.8,0.3,0.2,10289.0,4434.0,2585.0,695.0,61.0,33.0
2021-12-29 11:00:00-05:00,572.0,2029.0,1457.0,18013.0,16556.0,1106.0,61.0,57.1,24.4,14.3,3.7,0.3,0.3,10285.0,4391.0,2567.0,658.0,60.0,52.0
2021-12-29 12:00:00-05:00,586.0,1906.0,1320.0,18036.0,16716.0,1058.0,59.0,57.0,24.0,13.7,4.7,0.3,0.3,10280.0,4337.0,2465.0,844.0,58.0,52.0
2021-12-29 13:00:00-05:00,571.0,1868.0,1297.0,17882.0,16585.0,943.0,53.0,57.5,24.1,12.5,5.4,0.3,0.3,10280.0,4318.0,2232.0,959.0,46.0,47.0
2021-12-29 14:00:00-05:00,366.0,1856.0,1490.0,18067.0,16577.0,911.0,50.0,56.9,24.7,12.0,6.1,0.2,0.2,10278.0,4456.0,2166.0,1098.0,33.0,36.0
2021-12-29 15:00:00-05:00,37.0,2014.0,1977.0,18728.0,16751.0,1052.0,56.0,54.9,25.7,13.2,6.0,0.2,0.1,10276.0,4816.0,2467.0,1126.0,32.0,11.0
2021-12-29 16:00:00-05:00,900.0,2121.0,1221.0,18669.0,17448.0,1002.0,54.0,55.0,27.3,12.7,4.9,0.2,0.0,10270.0,5088.0,2363.0,914.0,33.0,1.0
2021-12-29 17:00:00-05:00,855.0,2153.0,1298.0,19560.0,18262.0,1312.0,67.0,52.7,26.7,15.8,4.7,0.2,0.0,10299.0,5218.0,3084.0,927.0,32.0,0.0
2021-12-29 18:00:00-05:00,988.0,1873.0,885.0,18685.0,17800.0,978.0,52.0,55.6,26.8,12.2,5.2,0.2,0.0,10391.0,5000.0,2288.0,974.0,32.0,0.0
2021-12-29 19:00:00-05:00,774.0,1880.0,1106.0,18363.0,17257.0,897.0,49.0,56.6,26.6,11.6,5.0,0.2,0.0,10397.0,4876.0,2137.0,920.0,33.0,0.0
2021-12-29 20:00:00-05:00,373.0,1780.0,1407.0,18206.0,16799.0,843.0,46.0,57.1,26.6,10.7,5.5,0.2,0.0,10395.0,4837.0,1941.0,999.0,34.0,0.0
2021-12-29 21:00:00-05:00,566.0,1876.0,1310.0,17424.0,16114.0,722.0,41.0,59.7,25.2,9.5,5.4,0.3,0.0,10397.0,4387.0,1650.0,946.0,44.0,0.0
2021-12-29 22:00:00-05:00,698.0,1625.0,927.0,16124.0,15197.0,552.0,34.0,64.7,22.1,7.6,5.2,0.3,0.0,10433.0,3570.0,1222.0,844.0,55.0,0.0
2021-12-29 23:00:00-05:00,110.0,1609.0,1499.0,15886.0,14387.0,396.0,25.0,65.7,24.4,4.7,4.9,0.3,0.0,10440.0,3874.0,753.0,777.0,42.0,0.0
2021-12-30 00:00:00-05:00,110.0,1542.0,1432.0,15094.0,13662.0,188.0,12.0,69.2,24.4,2.2,4.0,0.2,0.0,10439.0,3687.0,336.0,598.0,34.0,0.0
2021-12-30 01:00:00-05:00,110.0,1734.0,1624.0,14954.0,13330.0,126.0,8.0,69.8,24.7,1.4,3.9,0.2,0.0,10440.0,3693.0,208.0,582.0,31.0,0.0
2021-12-30 02:00:00-05:00,110.0,2026.0,1916.0,15046.0,13130.0,145.0,10.0,69.4,25.0,1.6,3.8,0.2,0.0,10446.0,3765.0,234.0,570.0,31.0,0.0
2021-12-30 03:00:00-05:00,176.0,2210.0,2034.0,15060.0,13026.0,238.0,16.0,69.5,23.8,3.0,3.5,0.2,0.0,10463.0,3578.0,454.0,534.0,31.0,0.0
2021-12-30 04:00:00-05:00,110.0,2278.0,2168.0,15266.0,13098.0,377.0,25.0,68.5,23.2,5.7,2.5,0.1,0.0,10459.0,3539.0,869.0,377.0,22.0,0.0
2021-12-30 05:00:00-05:00,82.0,2027.0,1945.0,15528.0,13583.0,516.0,33.0,67.3,22.7,8.0,1.8,0.1,0.0,10458.0,3524.0,1244.0,284.0,18.0,0.0
2021-12-30 06:00:00-05:00,34.0,1872.0,1838.0,16187.0,14349.0,643.0,40.0,64.6,23.5,9.9,1.7,0.2,0.0,10464.0,3811.0,1603.0,280.0,29.0,0.0
2021-12-30 07:00:00-05:00,607.0,1940.0,1333.0,16417.0,15084.0,833.0,51.0,63.7,22.6,12.6,0.9,0.2,0.0,10459.0,3709.0,2072.0,145.0,31.0,1.0
2021-12-30 08:00:00-05:00,901.0,2119.0,1218.0,16890.0,15672.0,844.0,50.0,61.9,24.0,13.1,0.8,0.2,0.0,10455.0,4054.0,2212.0,131.0,31.0,7.0
2021-12-30 09:00:00-05:00,864.0,2050.0,1186.0,17155.0,15969.0,888.0,52.0,60.9,23.7,14.2,0.8,0.2,0.2,10454.0,4071.0,2435.0,136.0,31.0,28.0
2021-12-30 10:00:00-05:00,753.0,1921.0,1168.0,17162.0,15994.0,893.0,52.0,60.9,24.1,14.3,0.3,0.2,0.3,10453.0,4130.0,2446.0,56.0,31.0,46.0
2021-12-30 11:00:00-05:00,979.0,2023.0,1044.0,17137.0,16093.0,926.0,54.0,61.0,23.5,14.7,0.1,0.2,0.5,10458.0,4027.0,2524.0,20.0,27.0,81.0
2021-12-30 12:00:00-05:00,1270.0,2176.0,906.0,17155.0,16249.0,937.0,55.0,60.9,23.7,14.9,0.0,0.1,0.4,10455.0,4061.0,2551.0,6.0,21.0,61.0
2021-12-30 13:00:00-05:00,1132.0,2285.0,1153.0,17476.0,16323.0,1026.0,59.0,59.8,24.1,15.5,0.1,0.2,0.3,10459.0,4211.0,2706.0,24.0,30.0,46.0
2021-12-30 14:00:00-05:00,1289.0,2154.0,865.0,17258.0,16393.0,986.0,57.0,60.6,23.6,15.4,0.1,0.2,0.1,10451.0,4071.0,2664.0,13.0,36.0,23.0
2021-12-30 15:00:00-05:00,1068.0,1782.0,714.0,17233.0,16519.0,990.0,57.0,60.7,24.5,14.2,0.3,0.3,0.0,10456.0,4221.0,2451.0,48.0,50.0,7.0
2021-12-30 16:00:00-05:00,1273.0,1637.0,364.0,17471.0,17107.0,949.0,54.0,59.8,26.6,12.8,0.5,0.3,0.0,10456.0,4655.0,2232.0,80.0,45.0,3.0
2021-12-30 17:00:00-05:00,1624.0,1864.0,240.0,18116.0,17876.0,1084.0,60.0,57.7,27.6,13.8,0.6,0.3,0.0,10452.0,5001.0,2505.0,110.0,48.0,0.0
2021-12-30 18:00:00-05:00,1607.0,1609.0,2.0,17564.0,17562.0,943.0,54.0,59.5,27.3,12.1,0.9,0.3,0.0,10452.0,4787.0,2118.0,162.0,45.0,0.0
2021-12-30 19:00:00-05:00,1229.0,1590.0,361.0,17533.0,17172.0,940.0,54.0,59.6,26.8,12.0,1.4,0.2,0.0,10457.0,4695.0,2101.0,246.0,34.0,0.0
2021-12-30 20:00:00-05:00,1045.0,1189.0,144.0,16994.0,16850.0,769.0,45.0,61.5,26.4,9.9,2.0,0.2,0.0,10454.0,4478.0,1688.0,343.0,31.0,0.0
2021-12-30 21:00:00-05:00,866.0,1529.0,663.0,16823.0,16160.0,798.0,47.0,62.2,24.5,10.4,2.7,0.2,0.0,10457.0,4123.0,1756.0,450.0,37.0,0.0
2021-12-30 22:00:00-05:00,474.0,1296.0,822.0,16066.0,15244.0,662.0,41.0,65.1,23.0,8.7,3.0,0.3,0.0,10456.0,3697.0,1390.0,478.0,45.0,0.0
2021-12-30 23:00:00-05:00,92.0,1319.0,1227.0,15586.0,14359.0,435.0,28.0,67.1,23.4,5.9,3.3,0.3,0.0,10465.0,3651.0,913.0,512.0,45.0,0.0
2021-12-31 00:00:00-05:00,102.0,1384.0,1282.0,15043.0,13761.0,218.0,14.0,69.6,24.7,2.5,3.0,0.2,0.0,10466.0,3720.0,371.0,450.0,36.0,0.0
2021-12-31 01:00:00-05:00,96.0,1625.0,1529.0,14856.0,13327.0,141.0,10.0,70.4,24.5,1.5,3.4,0.2,0.0,10466.0,3635.0,219.0,502.0,34.0,0.0
2021-12-31 02:00:00-05:00,102.0,1823.0,1721.0,14784.0,13063.0,88.0,6.0,70.8,24.4,0.9,3.7,0.2,0.0,10468.0,3605.0,138.0,549.0,24.0,0.0
2021-12-31 03:00:00-05:00,106.0,1898.0,1792.0,14740.0,12948.0,78.0,5.0,71.0,23.9,0.8,4.2,0.1,0.0,10463.0,3524.0,124.0,614.0,15.0,0.0
2021-12-31 04:00:00-05:00,157.0,2034.0,1877.0,14869.0,12992.0,78.0,5.0,70.4,24.2,0.8,4.5,0.1,0.0,10466.0,3597.0,125.0,666.0,15.0,0.0
2021-12-31 05:00:00-05:00,149.0,1764.0,1615.0,14928.0,13313.0,121.0,8.0,70.1,22.6,1.6,5.6,0.1,0.0,10468.0,3372.0,235.0,836.0,17.0,0.0
2021-12-31 06:00:00-05:00,14.0,1434.0,1420.0,15241.0,13821.0,217.0,14.0,68.7,21.7,3.1,6.3,0.2,0.0,10469.0,3305.0,480.0,960.0,27.0,0.0
2021-12-31 07:00:00-05:00,36.0,1541.0,1505.0,15877.0,14372.0,377.0,24.0,65.9,22.3,5.6,6.0,0.2,0.0,10467.0,3546.0,887.0,945.0,32.0,0.0
2021-12-31 08:00:00-05:00,14.0,1815.0,1801.0,16823.0,15022.0,583.0,35.0,62.2,24.6,8.3,4.7,0.2,0.0,10464.0,4144.0,1390.0,789.0,33.0,3.0
2021-12-31 09:00:00-05:00,23.0,1724.0,1701.0,17214.0,15513.0,752.0,44.0,60.8,24.5,10.4,4.1,0.2,0.1,10461.0,4209.0,1793.0,703.0,32.0,16.0
2021-12-31 10:00:00-05:00,211.0,1757.0,1546.0,17376.0,15830.0,738.0,42.0,60.2,25.5,10.2,3.7,0.2,0.2,10461.0,4437.0,1780.0,638.0,32.0,28.0
2021-12-31 11:00:00-05:00,284.0,1684.0,1400.0,17262.0,15862.0,703.0,41.0,60.6,25.0,9.9,4.1,0.2,0.2,10465.0,4322.0,1704.0,704.0,32.0,35.0
2021-12-31 12:00:00-05:00,98.0,1207.0,1109.0,17060.0,15951.0,640.0,37.0,61.4,24.0,9.3,4.7,0.2,0.5,10467.0,4089.0,1586.0,809.0,32.0,77.0
2021-12-31 13:00:00-05:00,15.0,1274.0,1259.0,17053.0,15794.0,654.0,38.0,61.4,24.1,9.5,4.1,0.2,0.6,10467.0,4115.0,1624.0,707.0,32.0,108.0
2021-12-31 14:00:00-05:00,15.0,1460.0,1445.0,17141.0,15696.0,739.0,43.0,61.1,24.3,10.7,3.2,0.2,0.5,10468.0,4164.0,1833.0,550.0,32.0,94.0
2021-12-31 15:00:00-05:00,15.0,1251.0,1236.0,17122.0,15886.0,768.0,45.0,61.1,25.2,11.1,2.1,0.2,0.2,10467.0,4322.0,1902.0,367.0,32.0,32.0
2021-12-31 16:00:00-05:00,718.0,1251.0,533.0,16964.0,16431.0,796.0,47.0,61.7,25.7,11.6,0.8,0.2,0.0,10470.0,4357.0,1970.0,135.0,32.0,0.0
2021-12-31 17:00:00-05:00,1001.0,1617.0,616.0,17689.0,17073.0,901.0,51.0,59.2,27.6,12.4,0.5,0.2,0.0,10472.0,4891.0,2200.0,94.0,32.0,0.0
2021-12-31 18:00:00-05:00,1009.0,1366.0,357.0,17179.0,16822.0,730.0,43.0,61.0,27.1,10.3,1.5,0.2,0.0,10476.0,4654.0,1765.0,252.0,32.0,0.0
2021-12-31 19:00:00-05:00,600.0,1417.0,817.0,16848.0,16031.0,577.0,34.0,62.1,25.7,8.2,3.8,0.2,0.0,10471.0,4326.0,1384.0,635.0,32.0,0.0
2021-12-31 20:00:00-05:00,15.0,1256.0,1241.0,16652.0,15411.0,513.0,31.0,62.9,24.7,7.3,4.9,0.2,0.0,10470.0,4115.0,1216.0,820.0,31.0,0.0
2021-12-31 21:00:00-05:00,15.0,1047.0,1032.0,16052.0,15020.0,419.0,26.0,65.2,22.3,6.1,6.2,0.2,0.0,10473.0,3583.0,973.0,991.0,32.0,0.0
2021-12-31 22:00:00-05:00,11.0,899.0,888.0,15266.0,14378.0,160.0,10.0,68.6,23.9,2.1,5.2,0.2,0.0,10472.0,3642.0,323.0,797.0,32.0,0.0
2021-12-31 23:00:00-05:00,82.0,1288.0,1206.0,15064.0,13858.0,109.0,7.0,69.5,24.4,1.2,4.8,0.1,0.0,10470.0,3682.0,175.0,716.0,21.0,0.0
2022-01-01 00:00:00-05:00,82.0,1714.0,1632.0,14974.0,13342.0,102.0,7.0,69.9,25.9,1.1,3.1,0.0,0.0,10474.0,3874.0,163.0,458.0,5.0,0.0
2022-01-01 01:00:00-05:00,82.0,2220.0,2138.0,15057.0,12919.0,126.0,8.0,69.6,27.1,1.3,2.0,0.0,0.0,10480.0,4075.0,202.0,300.0,0.0,0.0
2022-01-01 02:00:00-05:00,127.0,2129.0,2002.0,14554.0,12552.0,114.0,8.0,72.0,24.5,1.3,2.2,0.0,0.0,10481.0,3570.0,183.0,320.0,0.0,0.0
2022-01-01 03:00:00-05:00,144.0,2018.0,1874.0,14288.0,12414.0,77.0,5.0,73.4,23.3,0.9,2.4,0.0,0.0,10483.0,3333.0,123.0,348.0,1.0,0.0
2022-01-01 04:00:00-05:00,101.0,1624.0,1523.0,13942.0,12419.0,77.0,6.0,75.2,22.0,0.9,1.9,0.0,0.0,10485.0,3066.0,123.0,267.0,1.0,0.0
2022-01-01 05:00:00-05:00,115.0,2098.0,1983.0,14460.0,12477.0,80.0,6.0,72.5,21.8,0.9,4.8,0.0,0.0,10484.0,3159.0,126.0,687.0,4.0,0.0
2022-01-01 06:00:00-05:00,28.0,2002.0,1974.0,14705.0,12731.0,81.0,6.0,71.3,21.2,0.9,6.6,0.1,0.0,10482.0,3123.0,127.0,965.0,8.0,0.0
2022-01-01 07:00:00-05:00,28.0,2330.0,2302.0,15256.0,12954.0,80.0,5.0,68.7,21.2,0.8,9.3,0.1,0.0,10478.0,3232.0,124.0,1412.0,10.0,0.0
2022-01-01 08:00:00-05:00,28.0,1885.0,1857.0,15112.0,13255.0,79.0,5.0,69.3,22.7,0.8,7.1,0.1,0.0,10479.0,3425.0,123.0,1073.0,9.0,3.0
2022-01-01 09:00:00-05:00,28.0,1914.0,1886.0,15715.0,13829.0,77.0,5.0,66.7,22.9,0.8,9.6,0.0,0.1,10477.0,3595.0,123.0,1506.0,2.0,12.0
2022-01-01 10:00:00-05:00,42.0,2126.0,2084.0,16571.0,14487.0,85.0,5.0,63.2,24.9,0.8,11.0,0.0,0.1,10475.0,4121.0,134.0,1822.0,5.0,14.0
2022-01-01 11:00:00-05:00,94.0,2277.0,2183.0,17081.0,14898.0,116.0,7.0,61.3,24.8,1.1,12.7,0.0,0.1,10479.0,4233.0,186.0,2165.0,0.0,18.0
2022-01-01 12:00:00-05:00,49.0,2118.0,2069.0,17449.0,15380.0,152.0,9.0,60.0,25.0,1.4,13.4,0.0,0.1,10478.0,4362.0,243.0,2345.0,4.0,17.0
2022-01-01 13:00:00-05:00,49.0,2209.0,2160.0,17532.0,15372.0,191.0,11.0,59.8,23.9,2.0,14.3,0.0,0.1,10476.0,4184.0,347.0,2510.0,0.0,15.0
2022-01-01 14:00:00-05:00,49.0,2427.0,2378.0,17737.0,15359.0,212.0,12.0,59.0,22.7,2.4,15.8,0.0,0.1,10473.0,4032.0,424.0,2797.0,0.0,11.0
2022-01-01 15:00:00-05:00,37.0,2264.0,2227.0,17692.0,15465.0,237.0,13.0,59.2,23.3,3.0,14.5,0.0,0.0,10470.0,4115.0,532.0,2570.0,0.0,5.0
2022-01-01 16:00:00-05:00,470.0,2497.0,2027.0,18099.0,16072.0,242.0,13.0,57.9,24.8,3.0,14.4,0.0,0.0,10478.0,4482.0,540.0,2599.0,0.0,0.0
2022-01-01 17:00:00-05:00,1058.0,2766.0,1708.0,18373.0,16665.0,268.0,15.0,57.0,25.7,3.2,14.1,0.0,0.0,10477.0,4722.0,589.0,2585.0,0.0,0.0
2022-01-01 18:00:00-05:00,483.0,2390.0,1907.0,18367.0,16460.0,264.0,14.0,57.0,25.4,3.1,14.4,0.0,0.0,10473.0,4667.0,574.0,2653.0,0.0,0.0
2022-01-01 19:00:00-05:00,23.0,2317.0,2294.0,18450.0,16156.0,269.0,15.0,56.8,25.2,3.2,14.8,0.0,0.0,10477.0,4651.0,584.0,2738.0,0.0,0.0
2022-01-01 20:00:00-05:00,23.0,2378.0,2355.0,18170.0,15815.0,261.0,14.0,57.6,23.8,3.1,15.5,0.0,0.0,10467.0,4318.0,568.0,2817.0,0.0,0.0
2022-01-01 21:00:00-05:00,23.0,2445.0,2422.0,17765.0,15343.0,114.0,6.0,58.9,23.2,1.2,16.6,0.0,0.0,10469.0,4124.0,216.0,2956.0,0.0,0.0
2022-01-01 22:00:00-05:00,23.0,2409.0,2386.0,17099.0,14713.0,78.0,5.0,61.2,20.8,0.7,17.3,0.0,0.0,10472.0,3549.0,125.0,2953.0,0.0,0.0
2022-01-01 23:00:00-05:00,91.0,2922.0,2831.0,16883.0,14052.0,77.0,5.0,62.0,20.6,0.7,16.6,0.0,0.0,10470.0,3481.0,123.0,2809.0,0.0,0.0
2022-01-02 00:00:00-05:00,82.0,3130.0,3048.0,16552.0,13504.0,77.0,5.0,63.3,18.5,0.7,17.5,0.0,0.0,10474.0,3066.0,123.0,2889.0,0.0,0.0
2022-01-02 01:00:00-05:00,84.0,3520.0,3436.0,16497.0,13061.0,77.0,5.0,63.5,18.7,0.7,17.1,0.0,0.0,10474.0,3079.0,123.0,2821.0,0.0,0.0
2022-01-02 02:00:00-05:00,84.0,3381.0,3297.0,16249.0,12952.0,77.0,5.0,64.5,17.9,0.8,16.9,0.0,0.0,10475.0,2905.0,123.0,2746.0,0.0,0.0
2022-01-02 03:00:00-05:00,90.0,3470.0,3380.0,16332.0,12952.0,78.0,5.0,64.1,18.6,0.8,16.5,0.0,0.0,10473.0,3030.0,127.0,2702.0,0.0,0.0
2022-01-02 04:00:00-05:00,107.0,3401.0,3294.0,16274.0,12980.0,94.0,6.0,64.4,18.1,1.0,16.5,0.0,0.0,10476.0,2939.0,169.0,2690.0,0.0,0.0
2022-01-02 05:00:00-05:00,130.0,3394.0,3264.0,16555.0,13291.0,157.0,9.0,63.3,18.0,2.0,16.7,0.0,0.0,10478.0,2985.0,328.0,2764.0,0.0,0.0
2022-01-02 06:00:00-05:00,56.0,3040.0,2984.0,16576.0,13592.0,258.0,16.0,63.2,18.0,3.6,15.3,0.0,0.0,10475.0,2980.0,589.0,2532.0,0.0,0.0
2022-01-02 07:00:00-05:00,111.0,2731.0,2620.0,16879.0,14259.0,426.0,25.0,62.0,18.0,6.1,13.9,0.0,0.0,10473.0,3039.0,1024.0,2343.0,0.0,0.0
2022-01-02 08:00:00-05:00,81.0,2393.0,2312.0,17062.0,14750.0,488.0,29.0,61.4,18.8,7.0,12.9,0.0,0.0,10468.0,3209.0,1186.0,2199.0,0.0,0.0
2022-01-02 09:00:00-05:00,416.0,2487.0,2071.0,17521.0,15450.0,504.0,29.0,59.7,20.5,7.0,12.8,0.0,0.0,10462.0,3590.0,1227.0,2238.0,0.0,4.0
2022-01-02 10:00:00-05:00,1038.0,2559.0,1521.0,17770.0,16249.0,528.0,30.0,58.9,21.5,7.2,12.3,0.0,0.1,10465.0,3816.0,1286.0,2193.0,0.0,10.0
2022-01-02 11:00:00-05:00,1273.0,2395.0,1122.0,17880.0,16758.0,575.0,32.0,58.5,20.8,7.9,12.7,0.0,0.1,10461.0,3719.0,1404.0,2274.0,3.0,19.0
2022-01-02 12:00:00-05:00,944.0,2343.0,1399.0,18234.0,16835.0,680.0,37.0,57.4,21.1,9.2,12.2,0.0,0.1,10460.0,3848.0,1678.0,2226.0,0.0,22.0
2022-01-02 13:00:00-05:00,1352.0,2429.0,1077.0,17985.0,16908.0,634.0,35.0,58.0,21.0,9.0,11.9,0.0,0.1,10428.0,3781.0,1614.0,2137.0,0.0,25.0
2022-01-02 14:00:00-05:00,1363.0,2584.0,1221.0,18032.0,16811.0,621.0,34.0,57.8,22.4,9.0,10.7,0.0,0.1,10420.0,4045.0,1624.0,1922.0,0.0,21.0
2022-01-02 15:00:00-05:00,1567.0,2611.0,1044.0,18024.0,16980.0,675.0,37.0,57.8,22.5,10.2,9.5,0.0,0.1,10423.0,4049.0,1836.0,1706.0,0.0,10.0
2022-01-02 16:00:00-05:00,1733.0,2724.0,991.0,18620.0,17629.0,681.0,37.0,56.0,25.7,10.8,7.5,0.0,0.0,10428.0,4787.0,2006.0,1398.0,0.0,1.0
2022-01-02 17:00:00-05:00,1889.0,2874.0,985.0,19818.0,18833.0,992.0,50.0,52.7,26.5,14.5,6.3,0.0,0.0,10435.0,5254.0,2877.0,1252.0,0.0,0.0
2022-01-02 18:00:00-05:00,1840.0,2914.0,1074.0,19713.0,18639.0,980.0,50.0,53.0,25.8,14.3,6.8,0.0,0.0,10445.0,5093.0,2825.0,1350.0,0.0,0.0
2022-01-02 19:00:00-05:00,1824.0,2852.0,1028.0,19096.0,18068.0,909.0,48.0,54.7,24.7,13.9,6.8,0.0,0.0,10445.0,4708.0,2647.0,1296.0,0.0,0.0
2022-01-02 20:00:00-05:00,1837.0,2854.0,1017.0,18743.0,17726.0,853.0,45.0,55.7,25.1,13.3,5.9,0.0,0.0,10442.0,4707.0,2497.0,1097.0,0.0,0.0
2022-01-02 21:00:00-05:00,1806.0,2872.0,1066.0,18351.0,17285.0,818.0,45.0,56.9,24.6,13.1,5.4,0.0,0.0,10445.0,4520.0,2398.0,987.0,1.0,0.0
2022-01-02 22:00:00-05:00,1824.0,2695.0,871.0,17453.0,16582.0,744.0,43.0,59.8,22.5,12.4,5.1,0.1,0.0,10441.0,3933.0,2170.0,898.0,11.0,0.0
2022-01-02 23:00:00-05:00,1434.0,2660.0,1226.0,16979.0,15753.0,683.0,40.0,61.5,22.2,11.4,4.7,0.2,0.0,10444.0,3769.0,1931.0,796.0,39.0,0.0
2022-01-03 00:00:00-05:00,1340.0,2553.0,1213.0,16291.0,15078.0,741.0,45.0,64.1,20.9,10.6,4.1,0.3,0.0,10442.0,3404.0,1728.0,664.0,53.0,0.0
2022-01-03 01:00:00-05:00,1214.0,2381.0,1167.0,15929.0,14762.0,750.0,47.0,65.6,20.0,10.6,3.6,0.3,0.0,10447.0,3183.0,1682.0,566.0,51.0,0.0
2022-01-03 02:00:00-05:00,1093.0,2430.0,1337.0,16051.0,14714.0,863.0,54.0,65.1,20.0,12.2,2.4,0.3,0.0,10447.0,3215.0,1955.0,383.0,51.0,0.0
2022-01-03 03:00:00-05:00,494.0,2401.0,1907.0,16443.0,14536.0,1053.0,64.0,63.5,19.3,14.5,2.3,0.3,0.0,10449.0,3179.0,2391.0,373.0,51.0,0.0
