,Imports (MW),Exports (MW),Net Import/Exports (MW),Power Generated (MW),Ontario Demand (MW),Total Emissions (tonnes),CO2e Intensity (g/kWh),nuclear (%),hydro (%),gas (%),wind (%),biofuel (%),solar (%),nuclear (MW),hydro (MW),gas (MW),wind (MW),biofuel (MW),solar (MW)
2021-12-22 16:00:00-05:00,378.0,2484.0,2106.0,20492.0,18386.0,825.0,40.0,48.7,26.1,9.6,15.3,0.3,0.0,9981.0,5342.0,1962.0,3127.0,70.0,10.0
2021-12-22 17:00:00-05:00,1078.0,2880.0,1802.0,21030.0,19228.0,989.0,47.0,47.5,27.4,11.0,13.8,0.3,0.0,9979.0,5763.0,2304.0,2912.0,72.0,0.0
2021-12-22 18:00:00-05:00,1189.0,2732.0,1543.0,20677.0,19134.0,1064.0,51.0,48.3,27.1,11.8,12.4,0.3,0.0,9986.0,5601.0,2447.0,2573.0,70.0,0.0
2021-12-22 19:00:00-05:00,1414.0,2452.0,1038.0,19820.0,18782.0,865.0,44.0,50.4,28.0,9.7,11.5,0.4,0.0,9987.0,5548.0,1926.0,2289.0,70.0,0.0
2021-12-22 20:00:00-05:00,1579.0,2389.0,810.0,19304.0,18494.0,846.0,44.0,51.7,27.8,9.7,10.4,0.4,0.0,9981.0,5371.0,1870.0,2011.0,71.0,0.0
2021-12-22 21:00:00-05:00,1610.0,2306.0,696.0,18588.0,17892.0,688.0,37.0,53.7,28.7,8.2,9.1,0.3,0.0,9975.0,5341.0,1523.0,1694.0,55.0,0.0
2021-12-22 22:00:00-05:00,1209.0,2272.0,1063.0,18161.0,17098.0,788.0,43.0,55.0,27.3,9.8,7.6,0.3,0.0,9983.0,4952.0,1774.0,1389.0,63.0,0.0
2021-12-22 23:00:00-05:00,1003.0,2317.0,1314.0,17375.0,16061.0,780.0,45.0,57.5,25.5,10.1,6.6,0.4,0.0,9984.0,4429.0,1755.0,1144.0,63.0,0.0
2021-12-23 00:00:00-05:00,338.0,1998.0,1660.0,17015.0,15355.0,791.0,46.0,58.7,25.1,10.4,5.4,0.3,0.0,9985.0,4275.0,1776.0,922.0,57.0,0.0
2021-12-23 01:00:00-05:00,687.0,2207.0,1520.0,16408.0,14888.0,654.0,40.0,60.9,25.1,8.9,4.8,0.3,0.0,9988.0,4119.0,1462.0,782.0,57.0,0.0
2021-12-23 02:00:00-05:00,217.0,2113.0,1896.0,16502.0,14606.0,661.0,40.0,60.5,25.3,9.0,4.8,0.3,0.0,9990.0,4180.0,1488.0,788.0,56.0,0.0
2021-12-23 03:00:00-05:00,412.0,2143.0,1731.0,16451.0,14720.0,674.0,41.0,60.7,25.5,9.3,4.2,0.3,0.0,9985.0,4200.0,1526.0,687.0,53.0,0.0
2021-12-23 04:00:00-05:00,314.0,2117.0,1803.0,16483.0,14680.0,666.0,40.0,60.6,26.5,9.1,3.4,0.3,0.0,9993.0,4375.0,1498.0,561.0,56.0,0.0
2021-12-23 05:00:00-05:00,993.0,2020.0,1027.0,16379.0,15352.0,685.0,42.0,61.0,26.3,9.4,2.9,0.4,0.0,9988.0,4305.0,1544.0,483.0,59.0,0.0
2021-12-23 06:00:00-05:00,1238.0,1590.0,352.0,16641.0,16289.0,692.0,42.0,60.0,27.8,9.4,2.4,0.4,0.0,9988.0,4618.0,1561.0,407.0,67.0,0.0
2021-12-23 07:00:00-05:00,1627.0,1886.0,259.0,17791.0,17532.0,759.0,43.0,56.1,31.0,9.8,2.7,0.4,0.0,9989.0,5515.0,1735.0,478.0,73.0,1.0
2021-12-23 08:00:00-05:00,1565.0,1834.0,269.0,18260.0,17991.0,1026.0,56.0,54.7,28.7,12.9,3.2,0.4,0.1,9985.0,5237.0,2358.0,590.0,73.0,17.0
2021-12-23 09:00:00-05:00,1565.0,2188.0,623.0,18565.0,17942.0,990.0,53.0,53.8,28.9,12.0,4.6,0.3,0.3,9983.0,5365.0,2233.0,862.0,63.0,59.0
2021-12-23 10:00:00-05:00,1276.0,2019.0,743.0,18665.0,17922.0,912.0,49.0,53.5,26.6,11.4,7.7,0.4,0.4,9987.0,4967.0,2125.0,1438.0,72.0,76.0
2021-12-23 11:00:00-05:00,1276.0,2374.0,1098.0,18609.0,17511.0,706.0,38.0,53.7,25.0,9.0,11.3,0.4,0.6,9995.0,4661.0,1681.0,2095.0,74.0,103.0
2021-12-23 12:00:00-05:00,868.0,2395.0,1527.0,18767.0,17240.0,743.0,40.0,53.3,24.2,9.6,12.0,0.4,0.5,9997.0,4548.0,1794.0,2260.0,67.0,101.0
2021-12-23 13:00:00-05:00,342.0,2506.0,2164.0,19456.0,17292.0,1006.0,52.0,51.4,24.2,12.2,11.5,0.3,0.4,9996.0,4710.0,2374.0,2230.0,68.0,78.0
2021-12-23 14:00:00-05:00,354.0,2176.0,1822.0,19199.0,17377.0,908.0,47.0,52.1,24.7,11.1,11.5,0.3,0.3,9995.0,4744.0,2133.0,2216.0,58.0,53.0
2021-12-23 15:00:00-05:00,690.0,2204.0,1514.0,19328.0,17814.0,875.0,45.0,51.7,25.2,10.6,12.0,0.3,0.1,9999.0,4880.0,2050.0,2311.0,62.0,26.0
2021-12-23 16:00:00-05:00,844.0,1887.0,1043.0,19429.0,18386.0,885.0,46.0,51.5,24.4,10.7,13.1,0.3,0.0,10000.0,4749.0,2081.0,2536.0,62.0,1.0
2021-12-23 17:00:00-05:00,1149.0,2325.0,1176.0,20123.0,18947.0,909.0,45.0,49.7,25.5,10.7,13.8,0.3,0.0,9996.0,5141.0,2147.0,2775.0,64.0,0.0
2021-12-23 18:00:00-05:00,853.0,2309.0,1456.0,20014.0,18558.0,740.0,37.0,50.0,26.8,9.0,13.9,0.3,0.0,10000.0,5368.0,1809.0,2775.0,62.0,0.0
2021-12-23 19:00:00-05:00,1171.0,2148.0,977.0,19311.0,18334.0,792.0,41.0,51.8,26.2,9.9,11.8,0.3,0.0,9998.0,5061.0,1908.0,2279.0,65.0,0.0
2021-12-23 20:00:00-05:00,1176.0,2141.0,965.0,19131.0,18166.0,950.0,50.0,52.2,25.0,11.9,10.6,0.3,0.0,9995.0,4777.0,2271.0,2022.0,66.0,0.0
2021-12-23 21:00:00-05:00,1176.0,1865.0,689.0,18247.0,17558.0,765.0,42.0,54.8,25.2,9.8,9.9,0.3,0.0,9996.0,4599.0,1793.0,1806.0,53.0,0.0
2021-12-23 22:00:00-05:00,804.0,1977.0,1173.0,17656.0,16483.0,732.0,41.0,56.6,24.5,9.6,8.9,0.4,0.0,9986.0,4322.0,1702.0,1580.0,66.0,0.0
2021-12-23 23:00:00-05:00,675.0,1708.0,1033.0,16566.0,15533.0,527.0,32.0,60.3,24.1,7.1,8.1,0.3,0.0,9988.0,3999.0,1184.0,1338.0,57.0,0.0
2021-12-24 00:00:00-05:00,92.0,1352.0,1260.0,16121.0,14861.0,579.0,36.0,61.9,23.6,8.1,6.0,0.3,0.0,9986.0,3806.0,1312.0,961.0,56.0,0.0
2021-12-24 01:00:00-05:00,92.0,1710.0,1618.0,15778.0,14160.0,563.0,36.0,63.2,23.1,8.0,5.4,0.3,0.0,9977.0,3645.0,1255.0,846.0,55.0,0.0
2021-12-24 02:00:00-05:00,92.0,1552.0,1460.0,15364.0,13904.0,463.0,30.0,65.0,23.3,6.9,4.4,0.4,0.0,9984.0,3581.0,1063.0,681.0,55.0,0.0
2021-12-24 03:00:00-05:00,92.0,1949.0,1857.0,15571.0,13714.0,577.0,37.0,64.1,23.2,8.6,3.8,0.4,0.0,9988.0,3606.0,1336.0,586.0,55.0,0.0
2021-12-24 04:00:00-05:00,92.0,2012.0,1920.0,15764.0,13844.0,729.0,46.0,63.4,22.9,10.7,2.7,0.3,0.0,9989.0,3605.0,1690.0,425.0,55.0,0.0
2021-12-24 05:00:00-05:00,92.0,1661.0,1569.0,15761.0,14192.0,723.0,46.0,63.4,22.6,10.8,2.9,0.4,0.0,9988.0,3559.0,1697.0,459.0,58.0,0.0
2021-12-24 06:00:00-05:00,15.0,1540.0,1525.0,16214.0,14689.0,748.0,46.0,61.6,23.4,10.9,3.7,0.4,0.0,9994.0,3786.0,1763.0,606.0,65.0,0.0
2021-12-24 07:00:00-05:00,713.0,1433.0,720.0,16202.0,15482.0,831.0,51.0,61.7,24.2,11.9,1.8,0.4,0.0,9991.0,3914.0,1931.0,299.0,67.0,0.0
2021-12-24 08:00:00-05:00,918.0,1841.0,923.0,16904.0,15981.0,837.0,49.0,59.1,23.5,11.5,5.5,0.4,0.0,9988.0,3969.0,1943.0,935.0,67.0,2.0
2021-12-24 09:00:00-05:00,774.0,1755.0,981.0,17308.0,16327.0,585.0,34.0,57.7,25.9,7.6,8.4,0.4,0.1,9989.0,4480.0,1311.0,1454.0,64.0,10.0
2021-12-24 10:00:00-05:00,718.0,1733.0,1015.0,17554.0,16539.0,564.0,32.0,56.9,26.8,7.1,8.8,0.3,0.1,9986.0,4701.0,1243.0,1546.0,60.0,18.0
2021-12-24 11:00:00-05:00,632.0,2184.0,1552.0,18275.0,16723.0,815.0,45.0,54.7,25.1,9.8,10.0,0.2,0.3,9991.0,4594.0,1788.0,1820.0,35.0,47.0
2021-12-24 12:00:00-05:00,428.0,1950.0,1522.0,17922.0,16400.0,616.0,34.0,55.7,22.7,8.1,12.9,0.3,0.2,9986.0,4069.0,1450.0,2316.0,59.0,42.0
2021-12-24 13:00:00-05:00,181.0,1808.0,1627.0,17815.0,16188.0,568.0,32.0,56.1,21.7,7.7,13.9,0.4,0.3,9989.0,3859.0,1364.0,2479.0,67.0,57.0
2021-12-24 14:00:00-05:00,9.0,1722.0,1713.0,17780.0,16067.0,377.0,21.0,56.2,23.9,4.8,14.4,0.4,0.3,9986.0,4244.0,861.0,2562.0,70.0,57.0
2021-12-24 15:00:00-05:00,9.0,1716.0,1707.0,17846.0,16139.0,330.0,19.0,56.0,24.6,4.1,14.8,0.4,0.1,9985.0,4393.0,738.0,2639.0,70.0,21.0
2021-12-24 16:00:00-05:00,110.0,1486.0,1376.0,18040.0,16664.0,327.0,18.0,55.3,24.2,4.1,16.1,0.4,0.0,9980.0,4358.0,732.0,2899.0,69.0,2.0
2021-12-24 17:00:00-05:00,404.0,1714.0,1310.0,18342.0,17032.0,325.0,18.0,54.5,24.7,4.0,16.4,0.4,0.0,9998.0,4533.0,728.0,3014.0,69.0,0.0
2021-12-24 18:00:00-05:00,9.0,1792.0,1783.0,18220.0,16437.0,321.0,18.0,54.9,24.6,3.9,16.2,0.4,0.0,10001.0,4474.0,718.0,2959.0,68.0,0.0
2021-12-24 19:00:00-05:00,9.0,2070.0,2061.0,17929.0,15868.0,135.0,8.0,55.7,25.1,1.4,17.4,0.4,0.0,9994.0,4495.0,249.0,3124.0,67.0,0.0
2021-12-24 20:00:00-05:00,9.0,2316.0,2307.0,17856.0,15549.0,85.0,5.0,55.9,25.1,0.7,17.9,0.4,0.0,9989.0,4475.0,124.0,3202.0,66.0,0.0
2021-12-24 21:00:00-05:00,9.0,2179.0,2170.0,17140.0,14970.0,84.0,5.0,58.3,21.8,0.7,18.8,0.4,0.0,9992.0,3740.0,123.0,3221.0,64.0,0.0
2021-12-24 22:00:00-05:00,9.0,2414.0,2405.0,16774.0,14369.0,86.0,5.0,59.6,22.0,0.7,17.3,0.4,0.0,9993.0,3688.0,123.0,2901.0,69.0,0.0
2021-12-24 23:00:00-05:00,86.0,2978.0,2892.0,16581.0,13689.0,86.0,5.0,60.2,22.9,0.7,15.8,0.3,0.0,9989.0,3805.0,123.0,2612.0,52.0,0.0
2021-12-25 00:00:00-05:00,133.0,3400.0,3267.0,16104.0,12837.0,86.0,5.0,62.1,21.7,0.8,15.2,0.2,0.0,9995.0,3493.0,123.0,2453.0,40.0,0.0
2021-12-25 01:00:00-05:00,134.0,3431.0,3297.0,15692.0,12395.0,86.0,6.0,63.7,20.0,0.8,15.3,0.2,0.0,9998.0,3131.0,124.0,2401.0,38.0,0.0
2021-12-25 02:00:00-05:00,133.0,3594.0,3461.0,15661.0,12200.0,86.0,6.0,63.8,20.3,0.8,14.9,0.2,0.0,9993.0,3173.0,124.0,2333.0,38.0,0.0
2021-12-25 03:00:00-05:00,133.0,3666.0,3533.0,15585.0,12052.0,85.0,5.0,64.2,21.1,0.8,13.7,0.2,0.0,9999.0,3287.0,123.0,2140.0,36.0,0.0
2021-12-25 04:00:00-05:00,124.0,3326.0,3202.0,15316.0,12114.0,137.0,9.0,65.3,21.0,1.3,12.1,0.2,0.0,10006.0,3223.0,206.0,1846.0,35.0,0.0
2021-12-25 05:00:00-05:00,114.0,2777.0,2663.0,15065.0,12402.0,131.0,9.0,66.4,21.3,1.3,10.7,0.2,0.0,10009.0,3216.0,195.0,1608.0,37.0,0.0
2021-12-25 06:00:00-05:00,37.0,2541.0,2504.0,15123.0,12619.0,86.0,6.0,66.2,23.5,0.8,9.2,0.2,0.0,10007.0,3559.0,124.0,1396.0,37.0,0.0
2021-12-25 07:00:00-05:00,37.0,2097.0,2060.0,15277.0,13217.0,130.0,9.0,65.5,24.8,1.6,7.9,0.2,0.0,10004.0,3787.0,238.0,1213.0,35.0,0.0
2021-12-25 08:00:00-05:00,37.0,1898.0,1861.0,15886.0,14025.0,224.0,14.0,62.9,26.9,2.8,7.1,0.2,0.0,10000.0,4280.0,442.0,1132.0,30.0,2.0
2021-12-25 09:00:00-05:00,49.0,2119.0,2070.0,16555.0,14485.0,380.0,23.0,60.4,26.2,4.9,8.3,0.2,0.1,10006.0,4330.0,804.0,1375.0,25.0,15.0
2021-12-25 10:00:00-05:00,46.0,2356.0,2310.0,16985.0,14675.0,422.0,25.0,58.9,25.7,5.3,9.7,0.2,0.1,10001.0,4370.0,908.0,1647.0,39.0,20.0
2021-12-25 11:00:00-05:00,42.0,2266.0,2224.0,17159.0,14935.0,386.0,22.0,58.2,25.0,4.9,11.5,0.3,0.1,9993.0,4289.0,833.0,1981.0,43.0,20.0
2021-12-25 12:00:00-05:00,35.0,2497.0,2462.0,17656.0,15194.0,426.0,24.0,56.7,22.8,5.2,15.1,0.2,0.1,10004.0,4021.0,911.0,2659.0,43.0,18.0
2021-12-25 13:00:00-05:00,30.0,2352.0,2322.0,17377.0,15055.0,354.0,20.0,57.6,21.4,4.5,16.2,0.2,0.1,10002.0,3714.0,782.0,2823.0,38.0,18.0
2021-12-25 14:00:00-05:00,30.0,2525.0,2495.0,17637.0,15142.0,374.0,21.0,56.7,23.3,4.8,14.9,0.2,0.1,10002.0,4118.0,847.0,2624.0,32.0,14.0
2021-12-25 15:00:00-05:00,30.0,2518.0,2488.0,17627.0,15139.0,357.0,20.0,56.8,23.7,4.6,14.7,0.2,0.0,10004.0,4176.0,815.0,2596.0,30.0,6.0
2021-12-25 16:00:00-05:00,30.0,2415.0,2385.0,17901.0,15516.0,350.0,20.0,55.9,26.2,4.5,13.3,0.2,0.0,10002.0,4682.0,812.0,2377.0,27.0,1.0
2021-12-25 17:00:00-05:00,29.0,2404.0,2375.0,18151.0,15776.0,449.0,25.0,55.1,25.0,5.7,14.0,0.2,0.0,10008.0,4533.0,1042.0,2540.0,28.0,0.0
2021-12-25 18:00:00-05:00,29.0,2553.0,2524.0,17672.0,15148.0,393.0,22.0,56.6,24.4,5.2,13.6,0.2,0.0,10006.0,4316.0,925.0,2397.0,28.0,0.0
2021-12-25 19:00:00-05:00,29.0,2852.0,2823.0,17594.0,14771.0,392.0,22.0,56.9,25.2,5.2,12.5,0.2,0.0,10006.0,4430.0,919.0,2205.0,34.0,0.0
2021-12-25 20:00:00-05:00,29.0,2429.0,2400.0,16788.0,14388.0,305.0,18.0,59.6,26.4,4.2,9.7,0.1,0.0,10002.0,4439.0,700.0,1626.0,21.0,0.0
2021-12-25 21:00:00-05:00,29.0,2218.0,2189.0,16372.0,14183.0,360.0,22.0,61.1,26.5,4.8,7.5,0.1,0.0,10004.0,4344.0,791.0,1222.0,11.0,0.0
2021-12-25 22:00:00-05:00,336.0,2005.0,1669.0,15520.0,13851.0,355.0,23.0,64.5,24.6,5.0,5.9,0.1,0.0,10003.0,3817.0,777.0,912.0,11.0,0.0
2021-12-25 23:00:00-05:00,336.0,2093.0,1757.0,14908.0,13151.0,265.0,18.0,67.1,22.0,3.9,6.8,0.1,0.0,10003.0,3286.0,588.0,1017.0,14.0,0.0
2021-12-26 00:00:00-05:00,120.0,2409.0,2289.0,14891.0,12602.0,95.0,6.0,67.2,25.4,1.1,6.2,0.1,0.0,10002.0,3787.0,162.0,928.0,12.0,0.0
2021-12-26 01:00:00-05:00,146.0,2526.0,2380.0,14588.0,12208.0,94.0,6.0,68.6,24.9,1.0,5.4,0.1,0.0,10003.0,3638.0,144.0,787.0,16.0,0.0
2021-12-26 02:00:00-05:00,186.0,2753.0,2567.0,14542.0,11975.0,81.0,6.0,68.8,26.6,0.9,3.6,0.1,0.0,10007.0,3871.0,124.0,523.0,17.0,0.0
2021-12-26 03:00:00-05:00,316.0,3018.0,2702.0,14591.0,11889.0,134.0,9.0,68.6,26.4,1.6,3.4,0.1,0.0,10013.0,3847.0,228.0,493.0,10.0,0.0
2021-12-26 04:00:00-05:00,701.0,3102.0,2401.0,14451.0,12050.0,190.0,13.0,69.3,24.8,2.3,3.6,0.0,0.0,10013.0,3579.0,337.0,517.0,5.0,0.0
2021-12-26 05:00:00-05:00,491.0,2687.0,2196.0,14350.0,12154.0,207.0,14.0,69.7,22.4,3.0,4.8,0.1,0.0,10007.0,3210.0,432.0,683.0,18.0,0.0
2021-12-26 06:00:00-05:00,189.0,2718.0,2529.0,15147.0,12618.0,375.0,25.0,66.1,22.5,5.8,5.4,0.2,0.0,10014.0,3414.0,874.0,817.0,28.0,0.0
2021-12-26 07:00:00-05:00,56.0,2719.0,2663.0,15665.0,13002.0,469.0,30.0,63.9,23.8,7.1,5.0,0.2,0.0,10012.0,3723.0,1114.0,785.0,31.0,0.0
2021-12-26 08:00:00-05:00,56.0,2594.0,2538.0,16247.0,13709.0,527.0,32.0,61.6,25.4,7.8,5.0,0.2,0.1,10008.0,4132.0,1261.0,807.0,30.0,9.0
2021-12-26 09:00:00-05:00,56.0,2360.0,2304.0,16447.0,14143.0,553.0,34.0,60.9,25.8,8.1,4.9,0.1,0.2,10010.0,4250.0,1327.0,804.0,24.0,32.0
2021-12-26 10:00:00-05:00,30.0,2220.0,2190.0,16672.0,14482.0,652.0,39.0,60.1,26.4,9.3,3.8,0.1,0.4,10015.0,4396.0,1556.0,629.0,15.0,61.0
2021-12-26 11:00:00-05:00,30.0,2391.0,2361.0,17074.0,14713.0,878.0,51.0,58.7,24.6,12.2,3.9,0.1,0.5,10016.0,4205.0,2075.0,668.0,17.0,93.0
2021-12-26 12:00:00-05:00,24.0,1993.0,1969.0,16890.0,14921.0,833.0,49.0,59.3,24.4,11.7,3.9,0.1,0.6,10013.0,4120.0,1977.0,656.0,24.0,100.0
2021-12-26 13:00:00-05:00,18.0,1881.0,1863.0,16515.0,14652.0,806.0,49.0,60.6,22.9,11.9,3.9,0.2,0.5,10015.0,3784.0,1967.0,639.0,26.0,84.0
2021-12-26 14:00:00-05:00,28.0,2026.0,1998.0,16776.0,14778.0,792.0,47.0,59.7,24.3,11.6,3.9,0.1,0.3,10013.0,4082.0,1946.0,660.0,24.0,51.0
2021-12-26 15:00:00-05:00,28.0,1664.0,1636.0,16761.0,15125.0,677.0,40.0,59.7,26.2,9.8,3.9,0.1,0.1,10010.0,4399.0,1643.0,660.0,24.0,25.0
2021-12-26 16:00:00-05:00,728.0,1786.0,1058.0,16950.0,15892.0,700.0,41.0,59.0,26.6,10.1,4.1,0.1,0.0,10008.0,4506.0,1716.0,691.0,25.0,4.0
2021-12-26 17:00:00-05:00,928.0,2044.0,1116.0,17791.0,16675.0,741.0,42.0,56.2,29.5,10.3,3.8,0.1,0.0,10005.0,5254.0,1829.0,678.0,25.0,0.0
2021-12-26 18:00:00-05:00,797.0,1934.0,1137.0,17693.0,16556.0,687.0,39.0,56.6,29.5,9.5,4.2,0.1,0.0,10011.0,5225.0,1681.0,751.0,25.0,0.0
2021-12-26 19:00:00-05:00,799.0,1855.0,1056.0,17333.0,16277.0,687.0,40.0,57.8,28.4,9.4,4.2,0.2,0.0,10011.0,4929.0,1628.0,736.0,29.0,0.0
2021-12-26 20:00:00-05:00,641.0,1992.0,1351.0,17364.0,16013.0,742.0,43.0,57.6,27.5,10.2,4.5,0.1,0.0,10010.0,4775.0,1770.0,784.0,25.0,0.0
2021-12-26 21:00:00-05:00,403.0,1857.0,1454.0,17010.0,15556.0,701.0,41.0,58.8,25.8,9.7,5.6,0.1,0.0,10010.0,4382.0,1647.0,947.0,24.0,0.0
2021-12-26 22:00:00-05:00,162.0,1706.0,1544.0,16525.0,14981.0,713.0,43.0,60.6,22.8,10.1,6.3,0.2,0.0,10009.0,3769.0,1677.0,1041.0,29.0,0.0
2021-12-26 23:00:00-05:00,173.0,1905.0,1732.0,16000.0,14268.0,422.0,26.0,62.6,23.1,6.0,8.2,0.2,0.0,10008.0,3703.0,954.0,1307.0,28.0,0.0
2021-12-27 00:00:00-05:00,155.0,2564.0,2409.0,16210.0,13801.0,402.0,25.0,61.7,23.7,5.3,9.1,0.2,0.0,10004.0,3837.0,863.0,1474.0,32.0,0.0
2021-12-27 01:00:00-05:00,92.0,2286.0,2194.0,15569.0,13375.0,175.0,11.0,64.3,22.3,1.9,11.3,0.2,0.0,10005.0,3465.0,302.0,1765.0,32.0,0.0
2021-12-27 02:00:00-05:00,92.0,2726.0,2634.0,15908.0,13274.0,122.0,8.0,62.9,24.0,1.2,11.7,0.2,0.0,10010.0,3819.0,185.0,1866.0,28.0,0.0
2021-12-27 03:00:00-05:00,96.0,2910.0,2814.0,15805.0,12991.0,91.0,6.0,63.3,19.4,0.9,16.2,0.2,0.0,10009.0,3070.0,135.0,2563.0,28.0,0.0
2021-12-27 04:00:00-05:00,96.0,3077.0,2981.0,16013.0,13032.0,87.0,5.0,62.5,22.6,0.8,13.9,0.2,0.0,10008.0,3622.0,130.0,2227.0,26.0,0.0
2021-12-27 05:00:00-05:00,96.0,3112.0,3016.0,16610.0,13594.0,153.0,9.0,60.3,22.3,1.4,15.9,0.2,0.0,10009.0,3705.0,236.0,2635.0,25.0,0.0
2021-12-27 06:00:00-05:00,147.0,2404.0,2257.0,16241.0,13984.0,152.0,9.0,61.6,20.8,1.4,16.0,0.2,0.0,10010.0,3379.0,234.0,2593.0,25.0,0.0
2021-12-27 07:00:00-05:00,26.0,1928.0,1902.0,16567.0,14665.0,162.0,10.0,60.4,21.5,1.9,16.1,0.2,0.0,10005.0,3555.0,319.0,2661.0,27.0,0.0
2021-12-27 08:00:00-05:00,26.0,2170.0,2144.0,17435.0,15291.0,289.0,17.0,57.4,21.0,3.7,17.7,0.2,0.0,10004.0,3663.0,649.0,3087.0,29.0,3.0
2021-12-27 09:00:00-05:00,26.0,2286.0,2260.0,18272.0,16012.0,465.0,25.0,54.7,21.8,6.0,17.3,0.1,0.0,10003.0,3975.0,1101.0,3166.0,19.0,8.0
2021-12-27 10:00:00-05:00,9.0,2465.0,2456.0,18786.0,16330.0,578.0,31.0,53.3,21.3,7.4,17.8,0.1,0.1,10006.0,4005.0,1397.0,3340.0,22.0,16.0
2021-12-27 11:00:00-05:00,9.0,2290.0,2281.0,18889.0,16608.0,718.0,38.0,53.0,19.4,9.3,18.1,0.1,0.1,10008.0,3656.0,1764.0,3412.0,24.0,25.0
2021-12-27 12:00:00-05:00,9.0,2417.0,2408.0,19165.0,16757.0,716.0,37.0,52.2,21.4,9.2,16.9,0.1,0.1,10008.0,4108.0,1758.0,3245.0,21.0,25.0
2021-12-27 13:00:00-05:00,9.0,2102.0,2093.0,18820.0,16727.0,724.0,38.0,53.2,23.2,9.4,13.9,0.1,0.1,10008.0,4362.0,1778.0,2619.0,25.0,28.0
2021-12-27 14:00:00-05:00,9.0,2077.0,2068.0,18765.0,16697.0,862.0,46.0,53.3,23.4,11.1,11.9,0.1,0.1,10006.0,4397.0,2088.0,2227.0,27.0,20.0
2021-12-27 15:00:00-05:00,455.0,1747.0,1292.0,18176.0,16884.0,705.0,39.0,55.1,25.6,9.2,9.9,0.2,0.0,10009.0,4648.0,1681.0,1803.0,28.0,7.0
2021-12-27 16:00:00-05:00,938.0,2042.0,1104.0,18763.0,17659.0,811.0,43.0,53.3,27.7,10.1,8.8,0.1,0.0,9997.0,5189.0,1891.0,1658.0,27.0,1.0
2021-12-27 17:00:00-05:00,387.0,1452.0,1065.0,19293.0,18228.0,1046.0,54.0,51.7,27.4,12.5,8.2,0.2,0.0,9981.0,5284.0,2409.0,1589.0,30.0,0.0
2021-12-27 18:00:00-05:00,819.0,1769.0,950.0,18823.0,17873.0,1071.0,57.0,53.0,26.8,13.2,6.8,0.1,0.0,9970.0,5047.0,2489.0,1289.0,28.0,0.0
2021-12-27 19:00:00-05:00,800.0,2113.0,1313.0,18805.0,17492.0,1206.0,64.0,53.0,26.4,14.9,5.5,0.1,0.0,9976.0,4968.0,2803.0,1031.0,27.0,0.0
2021-12-27 20:00:00-05:00,519.0,2076.0,1557.0,18568.0,17011.0,1161.0,63.0,53.7,24.5,14.6,7.1,0.2,0.0,9967.0,4554.0,2702.0,1314.0,31.0,0.0
2021-12-27 21:00:00-05:00,9.0,2131.0,2122.0,18459.0,16337.0,1091.0,59.0,54.0,23.6,13.8,8.4,0.1,0.0,9967.0,4362.0,2552.0,1554.0,24.0,0.0
2021-12-27 22:00:00-05:00,9.0,1937.0,1928.0,17545.0,15617.0,738.0,42.0,56.7,22.3,9.8,11.0,0.2,0.0,9954.0,3916.0,1719.0,1924.0,32.0,0.0
2021-12-27 23:00:00-05:00,82.0,2077.0,1995.0,16554.0,14559.0,411.0,25.0,60.3,20.5,5.6,13.4,0.2,0.0,9975.0,3398.0,927.0,2218.0,36.0,0.0
2021-12-28 00:00:00-05:00,82.0,2369.0,2287.0,16138.0,13851.0,137.0,8.0,61.9,20.9,1.6,15.4,0.2,0.0,9987.0,3379.0,256.0,2480.0,36.0,0.0
2021-12-28 01:00:00-05:00,82.0,2907.0,2825.0,16229.0,13404.0,85.0,5.0,61.6,21.1,0.8,16.4,0.2,0.0,9991.0,3417.0,124.0,2663.0,34.0,0.0
2021-12-28 02:00:00-05:00,82.0,3197.0,3115.0,16429.0,13314.0,91.0,6.0,60.9,20.1,0.8,18.0,0.2,0.0,10003.0,3299.0,133.0,2962.0,32.0,0.0
2021-12-28 03:00:00-05:00,82.0,3293.0,3211.0,16347.0,13136.0,82.0,5.0,61.5,18.8,0.7,18.8,0.2,0.0,10050.0,3072.0,121.0,3072.0,32.0,0.0
2021-12-28 04:00:00-05:00,82.0,2923.0,2841.0,16058.0,13217.0,117.0,7.0,62.8,18.3,1.3,17.4,0.2,0.0,10082.0,2944.0,209.0,2790.0,33.0,0.0
2021-12-28 05:00:00-05:00,82.0,2580.0,2498.0,15913.0,13415.0,192.0,12.0,63.4,19.8,2.5,14.1,0.2,0.0,10084.0,3149.0,399.0,2245.0,36.0,0.0
2021-12-28 06:00:00-05:00,46.0,2231.0,2185.0,16366.0,14181.0,287.0,18.0,61.6,20.1,3.9,14.1,0.2,0.0,10082.0,3287.0,645.0,2315.0,37.0,0.0
2021-12-28 07:00:00-05:00,9.0,2238.0,2229.0,17048.0,14819.0,422.0,25.0,59.1,21.5,5.8,13.4,0.2,0.0,10078.0,3662.0,983.0,2288.0,36.0,1.0
2021-12-28 08:00:00-05:00,49.0,2194.0,2145.0,17284.0,15139.0,496.0,29.0,58.3,23.3,6.6,11.4,0.2,0.1,10083.0,4032.0,1149.0,1974.0,36.0,10.0
2021-12-28 09:00:00-05:00,28.0,2060.0,2032.0,17620.0,15588.0,713.0,40.0,57.2,24.6,9.2,8.6,0.2,0.3,10074.0,4341.0,1623.0,1508.0,27.0,47.0
